,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,favorite_count,retweet_count,word_count,contains_gatewaypundit,mentions_count,hashtags_count,Caps_count,contains_bad_url,contains_good_url,contains_bad_mentions,sentiment_analysis,angry_level,fear_level,happy_level,sad_level,surprise_level
5308,0,128,109,2974,0,0,33,0,0,1,0,0,0,0,-0.836,0.14,0.29,0.0,0.14,0.43
10068,1,1112,364,5755,0,0,34,1,3,0,3,0,0,1,-0.2732,0.0,0.25,0.0,0.25,0.5
10680,0,398,42,1619,0,0,36,0,3,1,3,0,0,0,0.7002,0.0,0.0,0.0,0.29,0.71
16873,0,134,22,3534,0,0,33,0,5,0,0,0,0,0,-0.5719,0.0,0.0,0.0,0.5,0.5
13973,0,4,0,68,0,0,44,0,0,0,1,0,1,0,-0.7351,0.0,0.2,0.0,0.2,0.6
8681,0,74,375,58613,1,0,29,0,16,6,7,0,0,0,0.0,0.0,0.5,0.0,0.5,0.0
1170,0,258,106,7842,2,1,29,0,1,2,3,0,0,0,0.5719,0.0,0.25,0.25,0.25,0.25
16790,0,32428,31214,2643,1,0,34,0,0,0,2,0,0,0,0.0,0.0,0.4,0.0,0.4,0.2
10374,0,921,248,10931,0,0,28,0,3,0,0,0,0,0,-0.296,0.0,0.25,0.0,0.5,0.25
12084,0,221,170,18979,1,0,33,0,0,0,1,0,0,0,0.4168,0.0,0.5,0.0,0.25,0.25
6792,0,2847,32544,81813,6,4,43,0,0,0,1,0,0,0,0.4215,0.11,0.33,0.0,0.44,0.11
15496,0,10664,10470,13331,4,0,27,0,1,0,2,0,0,0,0.2732,0.0,0.67,0.33,0.0,0.0
16386,0,862,676,1889,1,0,50,0,3,0,12,0,0,0,-0.8743,0.2,0.2,0.0,0.5,0.1
11228,0,1937,1578,9392,1,0,25,0,0,0,1,0,0,0,0.0,0.0,0.67,0.0,0.0,0.33
1859,1,2361,835,2114,0,0,30,1,1,0,12,0,0,1,-0.6705,0.0,0.0,0.0,1.0,0.0
17691,0,2335,687,14683,0,0,29,0,13,2,1,0,0,0,-0.4939,0.33,0.33,0.0,0.33,0.0
14315,0,614,100,16352,0,0,41,0,2,0,0,0,0,0,-0.0772,0.0,0.33,0.33,0.33,0.0
13020,0,45,23,342,0,0,34,0,1,0,0,0,0,0,0.4404,0.0,0.2,0.2,0.2,0.4
6781,0,307,125,5,0,0,42,0,5,0,3,0,0,0,0.4767,0.25,0.5,0.0,0.25,0.0
14223,1,6305,5878,178038,2,2,35,1,1,0,1,0,0,1,-0.8271,0.0,0.5,0.25,0.25,0.0
15008,0,298,176,97515,1,0,44,0,3,0,1,0,0,0,-0.5859,0.2,0.2,0.0,0.2,0.4
15331,0,117,105,10326,0,0,31,0,0,1,0,0,0,0,-0.7732,0.33,0.17,0.0,0.33,0.17
13394,0,5001,1998,6841,0,0,22,0,2,7,1,0,0,0,-0.7506,0.33,0.33,0.0,0.33,0.0
3121,0,13529,13863,1389,0,0,42,0,2,1,0,0,0,0,0.128,0.0,0.67,0.17,0.17,0.0
8579,1,4868,4650,138486,0,1,23,1,1,0,2,0,0,1,-0.4404,0.0,0.0,0.0,0.0,0.0
1311,0,496,31447,13017,15,3,37,0,0,0,1,0,0,0,-0.5267,0.0,0.0,0.0,0.5,0.5
1032,0,835,322,3,0,0,96,0,50,2,6,0,1,0,-0.7351,0.0,0.67,0.0,0.33,0.0
8339,0,551,179,16512,0,0,43,0,2,0,2,0,0,0,0.6249,0.0,0.57,0.0,0.14,0.29
13163,0,1822,550,61988,0,1,44,0,1,4,9,0,1,0,-0.6908,0.0,0.14,0.0,0.43,0.43
6382,0,19,2,34,0,0,23,0,1,0,0,0,1,0,-0.6249,0.25,0.0,0.25,0.0,0.5
7910,0,322,94,687,0,0,28,0,3,0,0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0
931,0,1743,472,3780,1,1,39,0,1,1,0,0,0,0,0.7783,0.0,0.0,0.33,0.5,0.17
691,0,36632,33408,32956,0,0,38,0,4,2,1,0,0,0,-0.8625,0.0,0.5,0.0,0.0,0.5
13018,0,27,8,1323,0,0,35,0,5,0,2,0,1,0,-0.4939,0.0,0.4,0.0,0.2,0.4
6364,0,681,524,142536,0,0,29,0,0,0,2,0,0,0,-0.7506,0.0,0.0,0.0,0.0,1.0
1909,0,1529,1379,1,0,0,51,0,0,1,1,0,0,0,0.8271,0.0,0.12,0.12,0.38,0.38
9021,0,302,422,2779,0,0,23,0,0,0,0,0,0,0,-0.2023,0.0,0.33,0.0,0.5,0.17
11690,0,2585,2501,1192,0,0,36,0,5,0,8,0,0,0,-0.8074,0.0,0.25,0.25,0.0,0.5
10273,0,382,109,5709,0,0,47,0,0,0,1,0,0,0,-0.6519,0.0,0.38,0.0,0.38,0.25
16987,0,543,297,13501,1,0,26,0,0,0,1,0,0,0,0.8074,0.0,0.5,0.17,0.17,0.17
17478,0,9212,8978,46635,1,0,56,0,9,1,15,0,0,0,-0.128,0.2,0.6,0.0,0.2,0.0
44,1,1041,275,214,0,1,27,0,0,0,0,0,0,0,0.0,0.0,0.67,0.0,0.33,0.0
3939,0,877,53,3769,0,0,24,0,12,6,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
12971,1,4926,3677,3257,0,0,27,0,0,4,1,0,0,0,-0.4767,0.0,0.67,0.0,0.33,0.0
7108,0,1320,2292,612,0,0,23,0,1,0,0,0,1,0,0.0,0.33,0.0,0.0,0.33,0.33
12140,0,244,1254,6889,3,1,40,0,0,0,0,0,1,0,0.5859,0.0,0.2,0.0,0.6,0.2
4319,0,1663,220,62777,1,1,60,0,50,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
2965,0,1544,20487,35733,2,1,25,0,1,0,0,0,0,0,0.3182,0.0,0.0,0.5,0.0,0.5
3969,0,5000,1573,4975,0,0,20,0,1,0,2,0,1,0,0.0,0.5,0.0,0.0,0.0,0.5
9379,0,786,8124,14643,51,10,38,0,1,0,0,0,0,0,-0.7579,0.0,0.67,0.0,0.0,0.33
4926,0,2262,594,2251,3,1,30,0,4,4,1,0,0,0,0.7906,0.0,0.0,0.0,0.0,1.0
13028,0,390,311,6686,0,0,40,0,2,0,4,0,0,0,0.7351,0.0,0.67,0.33,0.0,0.0
8476,0,635,414,1230,0,0,36,0,1,0,1,0,0,0,0.8807,0.0,0.2,0.0,0.0,0.8
7478,0,1953,254,63052,0,0,32,0,3,0,0,0,0,0,-0.8481,0.0,0.43,0.0,0.14,0.43
10266,1,405,290,18495,0,0,24,1,1,0,3,0,0,1,-0.5106,0.0,0.5,0.0,0.0,0.5
6308,1,1019,123,3457,0,0,30,0,0,1,0,0,0,0,-0.7351,0.0,0.5,0.0,0.5,0.0
4159,0,502,252,17293,1,1,39,0,3,1,1,0,0,0,-0.4826,0.0,0.2,0.0,0.2,0.6
3092,0,213,4,1535,0,0,41,0,2,0,0,0,0,0,-0.3182,0.14,0.29,0.14,0.0,0.43
15431,0,1213,936,12463,0,0,36,0,12,3,13,0,0,0,-0.2023,0.25,0.0,0.0,0.25,0.5
7954,0,4948,3427,24866,3,0,45,0,2,0,0,0,0,0,-0.8689,0.0,0.0,0.0,0.33,0.67
5555,0,736,305,936,0,0,41,0,0,0,3,0,0,0,-0.1027,0.0,0.5,0.0,0.5,0.0
3982,0,5547,245405,68358,69,32,20,0,1,0,0,0,0,0,-0.4767,0.0,0.0,0.0,1.0,0.0
13047,0,801,874,80371,0,0,23,0,1,0,0,0,0,0,0.0,0.0,0.33,0.0,0.0,0.67
6940,0,304,32,961,0,0,51,0,11,0,2,0,0,0,-0.9694,0.0,0.4,0.0,0.4,0.2
16387,0,661,43,3049,0,0,55,0,4,0,3,0,0,0,-0.1779,0.0,0.0,0.25,0.75,0.0
1404,0,1806,9469,2648,0,1,26,0,3,2,1,0,1,0,0.296,0.0,0.0,1.0,0.0,0.0
3195,0,2340,1407,14273,4,1,37,0,2,0,1,0,0,0,-0.936,0.2,0.8,0.0,0.0,0.0
12407,1,840,25331,28,19,7,32,0,0,1,1,0,0,0,-0.7906,0.0,0.0,0.0,0.0,1.0
17279,0,4321,1618,2362,0,0,23,0,21,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12815,0,832,163,1232,0,0,21,0,0,0,2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
969,0,695,79,3587,10,8,51,0,3,0,1,0,0,0,-0.0772,0.0,0.25,0.12,0.25,0.38
16997,1,7696,8137,16413,1,1,29,1,1,0,4,0,0,1,-0.2023,0.0,0.67,0.0,0.33,0.0
6543,0,2251,1757,87794,0,0,30,0,0,0,1,0,0,0,-0.2263,0.0,0.5,0.0,0.0,0.5
11926,0,5,20,11306,0,0,37,0,7,1,8,0,0,0,0.4215,0.0,0.6,0.0,0.2,0.2
9117,0,662,768,193610,0,0,42,0,5,0,1,0,0,0,-0.6369,0.11,0.33,0.0,0.11,0.44
10076,0,3990,6094,5610,0,0,40,0,0,0,1,0,0,0,0.5994,0.0,0.67,0.0,0.17,0.17
2843,0,44,2,4484,0,0,38,0,2,0,0,0,0,0,-0.6249,0.33,0.33,0.0,0.0,0.33
2851,0,4,6,380,0,0,26,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
16280,0,768,203,43578,1,0,39,0,5,0,0,0,1,0,-0.34,0.11,0.44,0.11,0.22,0.11
16618,0,34,15,838,0,0,41,0,1,0,3,0,0,0,-0.4767,0.0,0.0,0.0,0.0,1.0
5956,0,1370,1128,33314,4,1,31,0,0,0,1,0,1,0,-0.743,0.0,0.25,0.0,0.38,0.38
13977,0,673,75,4426,1,0,46,0,2,0,1,0,0,0,-0.4939,0.0,0.29,0.14,0.29,0.29
11220,0,598,49,2285,0,0,24,0,12,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
15765,0,4493,1796,57452,4,1,34,0,0,0,0,0,0,0,-0.4588,0.0,0.33,0.33,0.33,0.0
4471,1,4826,3256,44,1,0,22,1,1,1,1,0,0,1,-0.9118,0.17,0.0,0.0,0.5,0.33
12833,0,4998,1783,569545,7,0,39,0,0,0,1,0,0,0,-0.4767,0.11,0.22,0.0,0.44,0.22
15860,0,247,36,10487,0,0,24,0,1,0,0,0,1,0,0.7845,0.17,0.33,0.17,0.17,0.17
11818,1,17765,20353,529,3,4,22,0,0,0,3,0,0,0,-0.3818,0.0,0.0,0.0,0.0,1.0
1789,0,1055,1756,4,0,0,31,0,0,28,6,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
16357,0,223,359,42616,1,0,47,0,3,0,2,0,0,0,-0.9081,0.17,0.5,0.0,0.33,0.0
2059,0,58,16,2697,0,0,27,0,0,0,0,0,0,0,-0.7906,0.0,1.0,0.0,0.0,0.0
7143,0,4997,2363,33679,21,4,30,0,1,0,1,0,0,0,0.6369,0.0,0.0,0.5,0.0,0.5
12299,0,38,3,502,0,0,35,0,1,0,1,0,0,0,-0.5792,0.0,0.17,0.0,0.83,0.0
1902,0,114,22,30,0,0,20,0,16,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4686,0,4951,3543,154378,0,0,35,0,0,0,0,0,0,0,0.4019,0.0,0.5,0.0,0.0,0.5
13340,1,55,2856,105258,0,0,26,1,1,0,1,0,0,1,0.296,0.0,0.0,0.0,0.0,1.0
8090,0,95,12,191,0,0,29,0,1,2,1,0,0,0,0.765,0.0,0.4,0.2,0.0,0.4
4922,0,2203,1985,4560,0,0,28,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
6785,0,2686,15652,14535,0,0,22,0,0,0,0,0,0,0,0.7351,0.0,0.0,0.0,0.0,1.0
5877,0,3816,2561,150385,1,0,45,0,3,0,1,0,0,0,0.2263,0.0,0.38,0.25,0.25,0.12
9548,1,1961,1620,71110,1,0,37,1,1,0,5,0,0,1,-0.296,0.0,0.29,0.0,0.43,0.29
75,1,690,1792,84177,2,0,26,0,0,0,0,0,0,0,-0.4592,0.0,0.4,0.0,0.2,0.4
2345,0,10967,16052,141784,9,2,27,0,1,0,0,0,0,0,-0.7269,0.0,0.33,0.0,0.33,0.33
6447,0,9827,9508,172717,0,0,51,0,2,0,1,0,0,0,-0.4939,0.11,0.11,0.11,0.44,0.22
8430,0,334,79,227,2,0,31,0,0,0,0,0,1,0,-0.5719,0.0,0.0,0.0,0.67,0.33
8622,0,1151,882,44155,0,0,27,0,0,2,3,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25
4586,1,1562,1347,23507,0,0,25,0,1,0,5,1,0,0,0.6369,0.0,0.0,0.2,0.0,0.8
17628,0,92,58,2890,7,0,35,0,2,0,2,0,1,0,0.0,0.33,0.33,0.0,0.0,0.33
12697,0,14,1,687,0,0,32,0,1,0,0,0,1,0,-0.8519,0.12,0.0,0.0,0.5,0.38
12270,1,45,12,636,0,0,22,0,0,0,3,1,0,0,-0.8176,0.0,0.25,0.0,0.25,0.5
16110,0,399,761,270,5,3,27,0,0,0,1,0,0,0,-0.4404,0.67,0.0,0.0,0.0,0.33
1553,0,43,3,197,0,0,25,0,2,3,0,0,0,0,0.6705,0.0,0.0,1.0,0.0,0.0
5874,1,88,2,0,0,0,42,0,13,0,4,0,0,0,-0.3182,0.0,0.4,0.2,0.4,0.0
8432,0,24,1041,3288,0,0,24,0,1,0,0,0,0,0,-0.9186,0.0,0.0,0.0,0.5,0.5
8975,0,796,151,31020,2,1,27,0,1,0,0,0,0,0,-0.765,0.0,0.0,0.25,0.0,0.75
16415,0,1268,1113,24343,0,0,43,0,1,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
11258,1,2236,1125,8014,0,0,26,1,1,0,0,0,0,1,0.4404,0.0,0.33,0.0,0.33,0.33
6197,0,24,4,293,0,0,44,0,2,0,2,0,1,0,-0.7003,0.0,0.22,0.0,0.44,0.33
9169,0,4772,4010,41040,0,1,27,0,2,2,0,0,0,0,-0.8779,0.0,0.0,0.0,0.5,0.5
14764,1,80,103,6789,0,0,26,1,1,0,0,0,0,1,-0.8074,0.33,0.17,0.0,0.17,0.33
5695,0,3804,3788,11273,0,0,22,0,1,0,2,0,1,0,-0.765,0.0,0.0,0.0,0.0,1.0
2941,0,46062,64151,545663,18,17,29,0,1,1,0,0,0,0,-0.8519,0.0,0.0,0.0,0.33,0.67
13110,0,898,803,98,3,0,46,0,0,0,0,0,1,0,-0.4019,0.12,0.5,0.0,0.38,0.0
12302,0,516,390,11534,0,0,26,0,1,0,0,0,0,0,-0.0516,0.0,0.33,0.0,0.33,0.33
13159,0,380,145,914,0,0,26,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.5
7381,0,206940,338936,277458,18,3,41,0,2,0,0,0,0,0,-0.6124,0.17,0.33,0.0,0.5,0.0
15916,0,78,2,158,0,0,44,0,0,0,2,0,0,0,0.0634,0.22,0.44,0.0,0.11,0.22
1620,1,1461,771,95534,0,1,20,0,0,0,1,0,0,0,-0.6808,0.0,0.0,0.0,0.5,0.5
5578,0,989,6844,29319,0,0,25,0,0,14,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
10338,0,13866,20388,37316,1,0,35,0,0,3,0,0,0,0,-0.4449,0.2,0.6,0.0,0.0,0.2
9993,0,3,0,5,0,0,31,0,2,0,1,0,0,0,-0.5994,0.0,1.0,0.0,0.0,0.0
7905,0,4993,3441,25649,0,0,28,0,2,0,0,0,0,0,-0.7239,0.0,0.5,0.0,0.5,0.0
10287,0,578,234,1308,0,0,33,0,0,0,0,0,0,0,0.7506,0.0,0.57,0.14,0.0,0.29
13903,1,6335,5800,10111,0,0,34,1,6,0,2,0,0,1,0.8834,0.0,0.17,0.0,0.5,0.33
13544,0,2393,13803,4800,36,11,21,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.5,0.0
9549,1,2175,2148,26498,0,0,43,0,1,5,1,0,0,0,-0.9517,0.0,0.4,0.2,0.2,0.2
16020,0,16817,16028,226005,111,61,33,0,2,2,1,0,0,0,-0.296,0.0,0.33,0.0,0.33,0.33
13882,0,66,33,3546,0,0,44,0,4,0,0,0,1,0,-0.1361,0.18,0.27,0.0,0.27,0.27
6782,0,3101,3052,1627,0,0,27,0,0,0,0,0,0,0,-0.5574,0.0,0.33,0.33,0.0,0.33
13845,0,1607,841,71402,0,0,46,0,1,0,1,0,0,0,-0.4215,0.0,0.6,0.0,0.4,0.0
16151,0,4810,4693,5132,3,0,23,0,2,0,2,0,1,0,-0.7269,0.0,0.0,0.0,0.0,1.0
17865,0,433,59,5327,0,0,27,0,19,1,6,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
13191,1,26486,27524,173583,29,17,24,0,0,0,2,1,0,0,0.3182,0.0,0.0,0.0,0.0,1.0
1609,0,1009,401319,318,17,3,37,0,0,0,0,0,0,0,-0.5256,0.0,0.25,0.0,0.5,0.25
3096,0,961,1442,15384,0,0,41,0,1,1,0,0,0,0,-0.743,0.17,0.0,0.0,0.67,0.17
2415,0,20597,20973,11641,2,1,24,0,0,0,0,0,0,0,-0.7783,0.17,0.17,0.0,0.17,0.5
13825,1,3329,4566,28239,0,0,28,1,1,0,1,0,0,1,0.8834,0.0,0.17,0.0,0.5,0.33
2017,0,350,43,2173,0,0,46,0,4,0,1,0,0,0,-0.296,0.0,0.25,0.25,0.0,0.5
2971,0,208,355,5459,0,0,54,0,3,0,2,0,0,0,-0.2732,0.0,0.33,0.0,0.17,0.5
2931,0,36590,33363,31656,0,0,36,0,3,0,1,0,0,0,0.8225,0.17,0.5,0.0,0.0,0.33
3246,0,1043,1114,9710,0,0,27,0,2,2,9,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
124,0,131,97,3421,0,0,27,0,0,0,0,0,0,0,-0.2263,0.0,0.5,0.0,0.25,0.25
1106,0,1544,201,25603,0,0,37,0,0,0,1,0,1,0,-0.296,0.0,0.43,0.0,0.29,0.29
1814,0,354,170,6367,0,0,42,0,0,0,0,0,0,0,0.5423,0.25,0.25,0.25,0.25,0.0
15412,0,472,74,2672,0,0,40,0,1,0,0,0,0,0,0.3182,0.0,0.4,0.2,0.0,0.4
224,0,0,0,22089,0,0,46,0,2,2,3,0,0,0,-0.25,0.0,0.43,0.0,0.29,0.29
11533,0,263,68,1248,0,0,35,0,3,0,0,0,0,0,-0.8329,0.0,0.5,0.25,0.25,0.0
8790,0,781,676,330822,3,1,38,0,6,3,2,0,1,0,-0.926,0.0,0.33,0.33,0.0,0.33
2123,0,9,1,12,0,0,32,0,2,0,0,0,0,0,-0.9313,0.0,0.5,0.0,0.25,0.25
17431,0,2256,1736,9901,1,0,23,0,2,6,1,0,1,0,-0.836,0.0,0.0,0.0,1.0,0.0
14922,0,3710,10422,14679,1,2,35,0,5,2,1,0,0,0,-0.6908,0.0,0.43,0.14,0.29,0.14
15029,1,4872,4416,27640,1,0,24,1,1,0,4,0,0,1,0.3182,0.0,0.33,0.0,0.0,0.67
14128,0,17744,16686,77195,1,0,45,0,0,0,1,0,0,0,-0.9118,0.17,0.33,0.0,0.33,0.17
8970,1,485,278,19221,0,0,22,1,1,0,2,0,0,1,-0.802,0.0,0.0,0.0,0.0,1.0
2806,0,50,2,3,0,0,35,0,11,0,6,0,0,0,0.0,0.0,0.43,0.0,0.14,0.43
2197,0,5001,4075,30207,0,0,26,0,0,0,1,0,0,0,-0.9559,0.0,0.11,0.0,0.56,0.33
4051,0,14267,13358,23911,1,1,33,0,1,1,0,0,0,0,-0.5106,0.5,0.0,0.0,0.5,0.0
1216,0,48,24,1480,0,0,36,0,6,1,11,0,0,0,0.0116,0.0,0.5,0.0,0.5,0.0
7701,0,4977,1425,2091,2,0,32,0,2,0,1,0,0,0,-0.5994,0.0,0.0,0.0,0.75,0.25
11554,0,68,28,4698,0,0,35,0,6,0,2,0,1,0,-0.7783,0.0,0.0,0.0,0.0,1.0
14774,1,11744,16555,62577,0,0,22,1,1,1,4,0,0,1,0.0,0.0,0.5,0.0,0.0,0.5
725,0,584,214315,127,208,23,44,0,0,0,0,0,0,0,0.4404,0.0,0.43,0.0,0.14,0.43
12563,0,716,388,282295,0,0,22,0,5,0,1,0,0,0,0.0,0.25,0.25,0.25,0.0,0.25
9170,0,179,172,24016,2,1,38,0,3,0,1,0,1,0,0.5152,0.0,0.33,0.0,0.0,0.67
808,0,206,58,1477,0,0,20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.5
12727,0,369,327,104,6,3,25,0,2,0,0,0,0,0,0.5423,0.0,0.5,0.0,0.25,0.25
16310,0,128,107,13320,0,0,33,0,5,1,1,0,0,0,-0.7906,0.0,0.75,0.0,0.0,0.25
14792,1,420,242,71580,2,0,24,0,0,0,0,0,0,0,-0.8074,0.33,0.17,0.0,0.17,0.33
13730,0,50,64,586,0,0,43,0,1,0,2,0,0,0,-0.6597,0.0,0.5,0.25,0.25,0.0
4906,1,2438,1649,30838,0,0,26,1,1,0,1,0,0,1,0.0,0.5,0.0,0.0,0.0,0.5
13756,0,16286,14812,86805,3,4,36,0,1,2,4,0,0,0,-0.8402,0.0,0.33,0.11,0.44,0.11
3177,0,13500,13404,49647,0,0,22,0,1,3,0,0,0,0,-0.6249,0.25,0.5,0.0,0.0,0.25
3962,0,4155,3927,2593,0,0,33,0,1,0,0,0,0,0,-0.2263,0.0,0.5,0.0,0.17,0.33
15294,0,826,444,11807,0,0,23,0,0,0,0,0,0,0,-0.2732,0.0,0.4,0.0,0.2,0.4
2671,0,927,1663,20268,2,2,40,0,3,9,3,0,0,0,-0.5994,0.33,0.0,0.0,0.0,0.67
13232,1,9203,9479,749,0,0,28,1,1,0,5,0,0,1,-0.3612,0.11,0.33,0.0,0.22,0.33
9427,1,507,274,1879,0,0,27,0,2,1,0,0,0,0,-0.7269,0.0,0.0,0.0,0.5,0.5
9417,0,1348,5173,20044,0,0,38,0,1,0,1,0,0,0,0.0258,0.0,0.25,0.0,0.25,0.5
1764,0,123,100,15225,1,0,45,0,5,0,1,0,0,0,-0.4767,0.0,0.4,0.2,0.2,0.2
15411,0,712,27,7754,0,0,30,0,1,1,1,0,0,0,-0.7269,0.0,0.5,0.0,0.5,0.0
607,0,129,11,300,0,0,52,0,0,0,0,0,0,0,-0.7269,0.17,0.17,0.0,0.5,0.17
13848,1,1210,750,15518,0,0,22,0,0,0,1,1,0,0,-0.6124,0.25,0.0,0.0,0.5,0.25
12762,0,5,0,0,0,0,34,0,2,0,1,0,0,0,-0.7783,0.0,0.0,0.0,1.0,0.0
13693,1,46,17,776,0,0,47,0,2,0,0,0,0,0,-0.7601,0.0,0.14,0.14,0.29,0.43
3217,1,6563,6187,160006,0,0,26,0,1,1,0,1,0,0,-0.872,0.0,0.0,0.0,0.0,0.0
5737,1,344,129,14834,0,0,38,0,1,0,0,0,0,0,-0.5994,0.0,0.5,0.0,0.5,0.0
8479,0,107,175,14336,0,0,27,0,7,0,1,0,0,0,0.8591,0.0,0.25,0.25,0.25,0.25
2053,0,10710,9774,151,1,0,24,0,0,2,3,0,1,0,-0.5106,0.0,0.4,0.0,0.2,0.4
11158,0,150,41,450,1,0,41,0,0,0,0,0,0,0,-0.296,0.33,0.67,0.0,0.0,0.0
3164,0,88,40,104,0,0,22,0,0,1,0,0,0,0,-0.8225,0.0,0.4,0.2,0.2,0.2
16799,0,1045,1142,15553,0,0,44,0,6,0,2,0,0,0,-0.4019,0.0,0.67,0.0,0.33,0.0
15126,0,4274,4641,14130,0,0,25,0,0,0,0,0,0,0,0.8658,0.0,0.25,0.0,0.0,0.75
2541,1,802,290,30075,0,0,23,0,0,0,1,1,0,0,-0.3818,0.0,0.2,0.0,0.4,0.4
1657,0,16525,16187,340132,1,0,37,0,0,7,1,0,1,0,0.8442,0.0,0.0,0.75,0.0,0.25
17250,0,20528,19422,32817,0,0,20,0,1,2,1,0,0,0,-0.6369,0.0,0.67,0.0,0.0,0.33
8069,1,1240,1874,31368,1,0,20,0,1,0,1,1,0,0,-0.891,0.0,0.67,0.0,0.33,0.0
17242,0,3772,813,15181,0,0,76,0,0,0,2,0,0,0,0.7184,0.0,0.29,0.14,0.29,0.29
8644,0,1463,31839,4725,25,10,42,0,1,1,0,0,0,0,0.3612,0.0,0.0,0.0,1.0,0.0
2710,0,827,410,23003,0,0,45,0,5,4,3,0,0,0,-0.9485,0.0,0.0,0.0,0.5,0.5
6316,1,26786,26762,17243,0,0,23,1,1,0,1,0,0,1,-0.0516,0.0,0.67,0.0,0.0,0.33
7549,0,211,29,11505,1,0,27,0,20,0,3,0,0,0,-0.5719,0.0,0.0,0.0,0.5,0.5
4266,1,1325,357,52,0,0,23,0,0,0,2,0,0,0,-0.7906,0.0,0.2,0.0,0.4,0.4
16788,0,408,73,716,0,0,23,0,2,0,0,0,0,0,-0.7783,0.0,0.25,0.0,0.25,0.5
6715,0,140,67,9177,1,0,30,0,9,4,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
422,0,813,1625,95000,0,0,36,0,0,0,0,0,0,0,-0.3818,0.0,0.0,0.0,0.0,1.0
10972,0,4744,2942,4298,0,0,23,0,2,0,0,0,0,0,0.4019,0.0,0.0,0.0,0.0,1.0
5316,0,451,634,404,13,0,39,0,1,0,1,0,1,0,-0.7351,0.0,0.0,0.0,0.0,1.0
8849,0,1411,7651,2984,1,0,34,0,1,0,0,0,1,0,0.296,0.0,0.25,0.0,0.25,0.5
17489,0,3798,2588,7012,0,0,36,0,2,0,1,0,0,0,-0.2263,0.0,0.33,0.0,0.33,0.33
9673,0,4987,982,106416,0,0,43,0,2,2,3,0,0,0,-0.6597,0.0,0.57,0.0,0.43,0.0
2845,0,72,17,112,0,0,25,0,0,0,11,0,0,0,-0.8126,0.0,0.17,0.0,0.67,0.17
4066,0,3023,2913,7046,2,2,41,0,2,3,1,0,0,0,-0.7783,0.14,0.29,0.0,0.43,0.14
17613,0,7,10,240,0,0,40,0,3,0,2,0,0,0,-0.886,0.0,0.12,0.0,0.12,0.75
11576,0,20,13,200,0,0,41,0,0,0,0,0,0,0,-0.5574,0.0,0.2,0.0,0.6,0.2
5244,1,932,759,30143,0,3,48,0,24,0,2,1,0,1,-0.9062,0.0,0.0,0.5,0.25,0.25
1001,0,263,54,825,0,0,46,0,4,0,9,0,0,0,-0.7717,0.0,0.4,0.0,0.2,0.4
4198,0,761,705,42319,0,0,38,0,1,0,0,0,0,0,-0.6597,0.17,0.17,0.17,0.17,0.33
2418,0,865,592,197,0,0,43,0,2,0,1,0,0,0,-0.738,0.0,0.33,0.17,0.17,0.33
15432,0,826,5173,5973,2,0,34,0,2,0,0,0,0,0,-0.743,0.17,0.17,0.17,0.33,0.17
3575,1,64807,69734,113435,1,3,20,1,1,0,1,0,0,1,0.0,0.0,0.67,0.0,0.0,0.33
6726,0,1,4,50,0,0,43,0,1,0,0,0,0,0,-0.7579,0.0,0.17,0.0,0.5,0.33
3847,0,1962,512,91122,0,0,22,0,2,0,0,0,0,0,0.0,0.0,0.6,0.2,0.0,0.2
961,0,15392,15954,52355,0,0,20,0,1,3,1,0,0,0,-0.5859,0.0,0.0,1.0,0.0,0.0
9772,0,14724,15292,507161,3,0,23,0,0,0,1,0,0,0,-0.4767,0.0,0.0,0.0,0.0,1.0
16930,0,531,1438,22166,0,0,24,0,4,0,0,0,0,0,0.4404,0.25,0.0,0.75,0.0,0.0
10398,0,697,78,7923,0,0,39,0,1,0,1,0,1,0,-0.7003,0.0,0.4,0.2,0.0,0.4
13731,0,3703,2491,339004,0,0,26,0,0,0,2,0,0,0,-0.5859,0.0,0.5,0.0,0.17,0.33
4887,0,66,316,45809,1,0,45,0,3,0,3,0,0,0,0.0,0.17,0.17,0.0,0.5,0.17
757,0,288,10,2320,0,0,26,0,10,0,4,0,1,0,-0.4588,0.0,1.0,0.0,0.0,0.0
