,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,favorite_count,retweet_count,contains_profanity,word_count,contains_gatewaypundit,mentions_count,hashtags_count,Caps_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
17348,0,1040,247,270051,0,0,0,1,29,0,1,0,2,0,1,0,0,0,0,-0.9531,0,0,0.0,0.0,0.0,0.0,1.0
16925,0,57,63,4358,0,0,0,0,37,0,4,0,4,0,0,0,1,0,0,-0.296,0,1,0.0,0.29,0.0,0.29,0.43
4528,0,33,22,6565,0,1,0,1,30,0,1,1,2,0,0,0,1,0,0,-0.7003,0,0,0.0,0.25,0.0,0.25,0.5
10001,1,4828,4732,172,0,0,0,0,27,0,0,4,6,0,0,0,0,0,0,-0.6486,0,0,0.0,0.0,0.0,0.33,0.67
10861,0,798,1290,1137,0,3,0,0,32,0,0,0,1,0,0,0,0,0,0,0.0534,0,0,0.0,0.67,0.0,0.0,0.33
9737,0,6,29,4087,0,1,0,0,40,0,1,0,7,0,0,0,0,0,0,0.4588,0,0,0.0,0.0,0.0,0.5,0.5
14147,1,10877,10689,7,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,-0.6249,0,0,0.0,0.6,0.0,0.4,0.0
13223,0,4503,4227,62238,0,0,0,1,27,0,1,0,0,0,1,0,0,0,0,-0.0772,0,0,0.0,0.0,0.0,0.5,0.5
6662,0,3995,3455,6489,0,1,0,0,38,0,0,5,2,0,0,0,0,0,0,-0.875,0,1,0.0,0.25,0.0,0.38,0.38
196,1,3064,2551,2153,0,0,0,0,45,1,2,0,4,0,0,1,0,0,0,-0.4767,0,0,0.11,0.56,0.0,0.11,0.22
518,0,734,165,2697,0,0,0,0,41,0,3,0,0,0,0,0,0,0,0,-0.8957,0,0,0.0,0.5,0.0,0.33,0.17
6143,0,3571,1388,10775,0,1,0,0,40,0,2,2,2,0,0,0,0,0,0,-0.4215,0,0,0.0,0.56,0.33,0.0,0.11
13561,0,5915,5445,331520,0,1,0,0,23,0,0,1,0,0,0,0,0,0,0,-0.7269,0,0,0.0,0.5,0.0,0.5,0.0
2583,0,924,398,8419,0,0,0,0,37,0,2,0,1,0,0,0,0,0,0,-0.3182,0,0,0.0,0.5,0.0,0.17,0.33
401,0,990,391,2589,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,-0.0,0,1,0.17,0.0,0.17,0.17,0.5
15086,0,4972,4456,354181,0,0,0,0,38,0,2,0,4,0,0,0,0,0,0,-0.9612,0,0,0.0,0.5,0.0,0.12,0.38
17901,0,67,34,4044,0,0,0,0,45,0,3,1,0,0,0,0,0,0,0,0.6249,0,1,0.0,0.17,0.17,0.17,0.5
15027,0,125,6,379,0,0,0,1,27,0,5,0,1,0,0,0,1,0,0,-0.8436,0,1,0.0,1.0,0.0,0.0,0.0
57,0,135,41,509,0,0,0,0,38,0,6,0,3,0,1,0,0,0,0,0.5574,0,0,0.0,0.0,0.0,0.0,0.0
8925,0,778,786,4865,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0.5859,0,0,0.0,0.0,0.0,1.0,0.0
7074,0,8898,8099,27593,0,0,0,0,46,0,1,2,3,0,0,0,0,0,0,0.7184,0,0,0.0,0.5,0.17,0.0,0.33
6866,0,887,3206,16062,0,1,0,0,27,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0,0.75
11325,0,60,16,339,0,0,0,0,36,0,16,0,4,0,1,0,1,0,0,-0.6249,0,0,0.0,1.0,0.0,0.0,0.0
11786,1,69,24,3,0,0,0,0,23,1,1,0,0,0,0,1,0,0,0,-0.3818,0,0,0.0,0.4,0.0,0.2,0.4
8137,1,4971,3690,55041,0,3,2,0,22,1,1,0,0,0,0,1,0,0,0,-0.5423,0,0,0.0,0.5,0.25,0.0,0.25
14157,0,837,532726,51291,1,541,80,0,37,0,0,0,0,0,0,0,0,0,0,0.9287,0,0,0.14,0.14,0.29,0.29,0.14
13373,0,112,29,1445,0,2,0,0,23,0,5,0,2,0,0,0,0,0,0,0.0772,0,1,0.0,0.5,0.0,0.25,0.25
14971,0,6844,6432,98775,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.67,0.0,0.0,0.33,0.0
16885,0,4996,4000,15787,0,0,0,0,24,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,0.5
16716,0,1205,1239,4726,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-0.5423,0,0,0.25,0.0,0.0,0.5,0.25
5562,0,943,361,6979,0,1,0,0,37,0,2,0,1,0,0,0,0,0,0,-0.3612,0,0,0.17,0.33,0.0,0.5,0.0
15589,0,181,30,954,0,0,0,0,48,0,3,0,3,0,0,0,0,0,0,-0.9153,0,0,0.0,0.2,0.0,0.4,0.4
4909,0,93,38,853,0,0,0,0,26,0,1,2,2,0,1,0,0,0,0,-0.6124,0,0,0.0,0.33,0.0,0.33,0.33
7576,1,12687,12421,129781,0,1,0,0,23,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.75,0.0,0.0,0.25
99,0,3741,1426,302275,0,0,0,1,31,0,1,0,2,0,0,0,0,0,0,-0.8271,0,0,0.0,0.4,0.0,0.0,0.6
11203,0,604,2132,56292,0,0,0,1,40,0,3,0,0,0,1,0,0,0,0,-0.9723,0,1,0.17,0.17,0.33,0.0,0.33
15049,1,655,72,3490,0,0,1,0,24,1,1,0,7,0,0,1,0,0,0,0.5859,0,1,0.0,0.0,0.0,0.67,0.33
9119,1,275,270,22727,0,1,1,0,31,0,7,5,5,1,0,0,0,0,0,-0.1779,0,0,0.0,0.5,0.0,0.25,0.25
6702,0,2535,1615,57233,0,0,0,0,22,0,2,0,6,0,0,0,0,0,0,0.4404,0,0,0.0,0.5,0.25,0.0,0.25
14195,0,930,882,47,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,-0.5574,0,0,0.0,0.33,0.0,0.33,0.33
3016,0,4267,2892,21801,0,5,4,0,24,0,1,0,2,0,0,0,0,0,0,-0.7964,0,0,0.0,0.5,0.0,0.0,0.5
9577,0,12250,11965,4545,0,1,0,0,42,0,0,0,1,0,0,0,0,0,0,0.507,0,0,0.0,0.2,0.4,0.4,0.0
254,0,256,36,44,0,3,4,0,48,0,13,4,21,0,0,0,0,0,0,-0.8555,0,1,0.0,0.25,0.0,0.5,0.25
17163,0,2742,2531,10673,0,0,0,0,25,0,1,0,0,0,0,0,1,0,0,0.0,0,1,0.17,0.33,0.0,0.0,0.5
1302,0,288,9,2317,0,0,0,0,22,0,10,0,4,0,1,0,1,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
4186,0,982,433,9081,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,-0.6597,0,0,0.0,0.5,0.0,0.25,0.25
12915,0,4988,1100,2918,0,0,0,0,43,0,0,0,2,0,1,0,0,0,0,0.5859,0,1,0.0,0.2,0.0,0.2,0.6
1984,0,2885,2148,168072,0,1,0,0,28,0,3,0,0,0,0,0,0,0,0,-0.5423,0,0,0.0,0.0,0.0,0.0,1.0
11072,1,5530,5511,41291,0,0,0,0,33,1,2,0,1,0,0,1,0,0,0,0.4404,0,1,0.0,0.33,0.0,0.33,0.33
13907,1,6335,5800,10115,0,0,0,0,36,1,8,0,2,0,0,1,0,0,0,0.8834,0,0,0.0,0.17,0.0,0.5,0.33
2439,1,1066,380,18594,0,0,0,0,20,1,1,0,2,0,0,1,0,0,0,-0.8779,0,0,0.0,1.0,0.0,0.0,0.0
6765,0,12,3,12,0,0,0,0,42,0,1,1,3,0,0,0,0,0,0,-0.6908,0,0,0.0,0.0,0.33,0.0,0.67
5434,0,857,277,18036,0,4,1,0,45,0,9,0,4,0,0,0,0,0,0,-0.2273,0,1,0.0,0.0,0.33,0.33,0.33
6392,0,2907,9604,48815,1,4,0,0,23,0,0,0,1,0,0,0,0,0,0,-0.1275,0,0,0.2,0.2,0.0,0.0,0.6
11059,0,4938,3790,39590,0,1,0,0,39,0,4,3,1,0,0,0,0,0,0,0.0772,0,1,0.0,0.2,0.0,0.4,0.4
8610,0,6976,6360,622646,0,3,2,0,41,0,0,1,1,0,0,0,0,0,0,0.483,0,0,0.0,0.0,0.0,0.4,0.6
8966,1,53,3273,5604,0,9,1,0,28,0,2,0,0,0,0,0,0,0,0,-0.7351,0,0,0.0,0.75,0.0,0.25,0.0
12695,1,11748,16567,64958,0,5,6,0,29,1,1,0,0,0,0,1,0,0,0,-0.5574,0,0,0.0,0.5,0.0,0.5,0.0
3106,0,90,28,1763,0,0,0,0,47,0,2,0,3,0,0,0,0,0,0,-0.6249,0,0,0.0,0.25,0.0,0.5,0.25
12863,0,569,127,3184,0,0,0,0,51,0,6,0,1,0,1,0,0,0,0,-0.6327,0,1,0.0,0.5,0.0,0.17,0.33
16656,1,11495,11036,55615,0,0,0,1,23,1,1,0,1,0,0,1,0,0,0,-0.9081,0,0,0.0,0.25,0.0,0.0,0.75
16410,0,320,42,4,0,0,0,0,23,0,4,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0
927,0,848,275,18059,0,0,0,1,50,0,7,0,2,0,0,0,0,0,0,-0.1541,0,0,0.2,0.8,0.0,0.0,0.0
10803,0,2403,932,64192,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0.926,0,0,0.0,0.43,0.29,0.14,0.14
17105,0,1018,362,2823,0,0,0,0,27,0,5,0,2,0,0,0,0,0,0,0.3818,0,1,0.0,1.0,0.0,0.0,0.0
14436,0,24,92,63088,0,31,0,0,35,0,6,0,1,0,0,0,0,0,0,-0.4588,0,1,0.0,0.5,0.0,0.25,0.25
7955,0,15,2,67,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,-0.9413,0,0,0.0,0.0,0.0,0.0,0.0
11446,0,730,885,36375,0,0,0,0,37,0,5,0,2,0,0,0,0,0,0,-0.4019,0,0,0.0,0.2,0.0,0.6,0.2
3288,0,1130,1062,16015,0,0,0,0,43,0,2,0,2,0,1,0,0,0,0,-0.9638,0,0,0.11,0.22,0.11,0.44,0.11
12634,1,3,41,12979,0,1,0,0,41,0,2,0,3,0,0,0,0,0,0,-0.8402,0,1,0.2,0.6,0.0,0.2,0.0
7351,0,39,31,508,0,0,0,0,42,0,3,0,0,0,0,0,0,0,0,-0.7717,0,0,0.0,0.0,0.0,0.67,0.33
13453,0,86,42,12113,0,0,0,1,44,0,0,0,3,0,0,0,0,0,0,-0.5574,0,0,0.0,0.5,0.0,0.17,0.33
9328,0,38,4,719,0,0,0,0,38,0,4,0,2,1,0,0,0,0,0,-0.25,0,0,0.0,0.33,0.11,0.22,0.33
13892,0,0,1,354,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,-0.936,0,1,0.11,0.22,0.0,0.56,0.11
7197,1,111,82,24506,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.743,0,0,0.0,0.5,0.0,0.0,0.5
12574,0,55,5,11,0,0,0,0,40,0,0,0,29,0,0,0,0,0,0,0.1027,0,0,0.0,0.5,0.0,0.2,0.3
8759,1,384,251,5446,0,0,0,0,36,0,0,2,0,0,0,0,0,0,0,-0.8957,0,0,0.0,0.4,0.0,0.1,0.5
17303,0,12427,11608,86652,0,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
7748,0,117,36,44,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0.891,0,0,0.0,0.0,0.67,0.33,0.0
10513,0,551,580,5911,0,1,0,0,42,0,3,0,0,0,0,0,1,0,0,0.6249,0,0,0.0,0.33,0.33,0.0,0.33
14368,0,39,9,223,0,0,0,0,39,0,1,0,28,0,1,0,0,0,0,-0.6124,0,0,0.0,0.0,0.0,0.33,0.67
7801,0,861,1137,7260,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.8779,0,0,0.0,0.0,0.33,0.33,0.33
8904,0,3871,5513,11998,0,0,0,0,36,0,1,1,0,0,0,0,0,0,0,-0.8176,0,1,0.0,0.33,0.0,0.33,0.33
1023,0,765,253,2793,0,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
10707,1,661,433,65352,0,0,0,0,20,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0.5,0.5,0.0,0.0,0.0
7790,1,1775,1250,6715,0,0,0,0,20,1,1,0,1,0,0,1,0,0,0,0.7003,0,1,0.17,0.33,0.0,0.0,0.5
12272,0,124,5,197,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,-0.8738,0,1,0.0,0.0,0.0,0.5,0.5
5749,0,82,22,867,0,0,0,1,50,0,5,0,1,0,1,0,0,0,0,-0.8194,0,0,0.0,0.0,0.0,0.5,0.5
9552,0,4996,2228,26480,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,-0.3612,0,0,0.0,0.2,0.2,0.2,0.4
16798,0,30,44,0,0,0,0,1,29,0,1,0,0,0,0,0,1,0,0,-0.5267,0,0,0.0,0.0,0.0,0.5,0.5
17405,0,381,289,874,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,-0.8529,0,0,0.0,0.17,0.17,0.0,0.67
409,0,963,934,12250,0,0,0,0,42,0,8,0,0,0,1,0,1,0,0,-0.6808,0,1,0.0,0.0,0.2,0.2,0.6
1199,0,1003,3204,53486,1,0,0,0,31,0,6,0,2,0,0,0,0,0,0,-0.3182,0,0,0.0,0.33,0.0,0.67,0.0
9647,0,886,273,3641,0,0,0,0,42,0,3,1,0,0,1,0,0,0,0,-0.5705,0,0,0.25,0.12,0.0,0.25,0.38
1704,0,67,11,1402,0,0,0,0,35,0,13,0,15,0,1,0,0,0,0,-0.3612,0,1,0.17,0.33,0.0,0.17,0.33
15071,1,11494,11059,55615,0,0,0,0,23,1,1,0,1,0,0,1,0,0,0,0.1531,0,0,0.0,0.38,0.12,0.12,0.38
2325,1,50,22,2261,0,2,0,0,34,0,5,0,2,0,0,0,0,0,0,-0.836,0,0,0.0,0.0,0.0,0.43,0.57
16195,0,6270,6134,17036,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0.3182,0,0,0.0,0.0,0.0,0.6,0.4
9872,1,179,475,9738,0,0,0,0,23,0,1,0,6,1,0,0,0,0,0,-0.296,0,1,0.0,0.0,0.0,0.0,0.0
12577,0,115,31,8305,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.5,0.0,0.0,0.5,0.0
11967,0,9866,10966,82456,0,0,0,0,54,0,12,1,4,0,0,0,0,0,0,-0.872,0,0,0.0,0.0,0.0,1.0,0.0
8239,0,38,4,719,0,0,0,0,39,0,7,0,1,0,0,0,1,0,0,-0.9578,0,0,0.0,0.33,0.0,0.67,0.0
14525,0,61,45,8315,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,-0.9607,0,1,0.0,0.5,0.0,0.38,0.12
6062,0,2177,31353,2050,1,8,4,0,30,0,0,1,1,0,0,0,0,0,0,-0.6249,0,0,0.0,0.2,0.0,0.2,0.6
5970,0,3170,5161,33264,0,10,0,0,44,0,0,0,1,0,0,0,0,0,0,0.7506,0,0,0.0,0.46,0.08,0.15,0.31
11621,0,3015,400,1290,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,-0.765,0,0,0.0,0.0,0.0,1.0,0.0
4069,0,3146,2572,19341,0,1,0,0,70,0,46,0,2,0,0,0,0,0,0,-0.7046,0,1,0.0,0.0,0.0,0.5,0.5
12985,0,174,79,13977,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0.0,0.25,0.25,0.25,0.25
13784,1,239,53,4504,0,0,0,0,28,1,1,0,1,0,0,1,0,0,0,0.8834,0,0,0.0,0.17,0.0,0.5,0.33
2301,0,164,111,17763,0,0,0,0,23,0,1,0,0,0,1,0,0,0,0,0.7096,0,0,0.0,0.67,0.0,0.0,0.33
8048,0,1940,393,119299,0,1,1,0,38,0,0,0,0,0,0,0,0,0,0,-0.9114,0,0,0.1,0.3,0.0,0.2,0.4
664,0,11640,12628,152129,0,0,0,0,42,0,0,0,38,0,0,0,0,0,0,-0.4588,0,0,0.25,0.25,0.12,0.25,0.12
9835,0,38,4,719,0,1,0,0,37,0,3,0,3,0,0,0,0,0,0,-0.2263,0,0,0.0,0.5,0.0,0.25,0.25
15180,1,64,147,2,0,0,0,0,43,0,0,0,5,0,0,0,0,0,0,-0.8316,0,0,0.0,0.12,0.12,0.38,0.38
7963,0,12022,12272,15974,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0.0,0.0,0.0,0.43,0.57
4745,0,3106,2413,87918,0,1,0,0,57,0,50,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1870,0,969,1387,253070,0,0,0,0,31,0,15,5,2,0,0,0,0,0,0,-0.6249,0,1,0.0,0.33,0.33,0.0,0.33
16291,0,644,1068,18705,0,2,2,0,24,0,3,4,1,0,1,0,1,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
3298,0,5,36,0,0,0,1,0,39,0,0,0,37,0,0,0,0,0,0,-0.6369,0,0,0.25,0.5,0.0,0.12,0.12
1833,0,3625,7457,961,1,1,0,0,40,0,2,0,1,0,0,0,0,0,0,-0.5423,0,0,0.25,0.25,0.0,0.25,0.25
12644,0,11339,11524,23473,0,0,0,0,47,0,1,0,2,0,1,0,0,0,0,-0.8658,0,0,0.2,0.2,0.0,0.4,0.2
5639,1,670,719,41489,0,0,0,0,20,1,1,0,0,0,0,1,0,0,0,-0.6808,0,0,0.0,0.0,0.0,0.0,1.0
12343,0,5002,1768,38018,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0.0,0.25,0.25,0.25,0.25
17617,0,696,633,149998,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,-0.7579,0,0,0.0,0.5,0.0,0.0,0.5
2141,0,20,4,12,0,0,0,0,40,0,1,0,1,0,0,0,0,0,0,-0.289,0,0,0.0,0.14,0.0,0.43,0.43
5459,0,38,4,719,0,0,0,0,34,0,6,0,3,0,0,0,0,0,0,-0.9246,0,0,0.0,0.0,0.0,0.67,0.33
13980,1,931,285,4231,0,0,0,0,23,1,1,0,0,0,0,1,0,0,0,-0.7506,0,0,0.0,0.0,0.5,0.5,0.0
8387,0,956,29,153,0,0,0,1,36,0,1,0,3,0,0,0,0,0,0,-0.8497,0,1,0.0,0.33,0.0,0.33,0.33
454,0,1,4,187,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,-0.5106,0,0,0.0,0.0,0.0,0.5,0.5
15479,0,97,14,2240,0,0,0,0,38,0,2,0,0,0,0,0,0,0,0,-0.5994,0,0,0.0,0.29,0.0,0.43,0.29
387,0,700,81535,4214,1,1,0,0,24,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,0.5
15362,0,3463,5692,19706,1,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0.1027,0,0,0.0,0.8,0.2,0.0,0.0
12231,0,808,278,3192,0,0,0,0,45,0,2,0,2,0,0,0,0,0,0,-0.4767,0,0,0.0,0.25,0.0,0.5,0.25
15681,0,492,4929,34210,0,4,2,0,48,0,2,0,1,0,0,0,0,0,0,0.2023,0,1,0.0,0.38,0.12,0.38,0.12
2981,0,605,5652,3570,0,1,1,0,27,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.4,0.2,0.0,0.4
1730,0,1,2,202,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,-0.7184,0,0,0.0,0.0,0.0,0.5,0.5
12830,0,1425,375,21367,0,14,4,0,42,0,2,2,0,0,0,0,0,0,0,0.5106,0,0,0.0,0.25,0.12,0.12,0.5
9770,0,23312,36432,25714,0,27,10,0,37,0,0,0,1,0,0,0,0,0,0,0.6597,0,0,0.0,0.5,0.0,0.0,0.5
2238,0,4981,3384,105735,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,-0.5859,0,1,0.0,0.2,0.0,0.2,0.6
2214,0,3698,4749,50212,0,12,4,0,32,0,3,0,1,0,0,0,0,0,0,-0.9337,0,0,0.0,0.5,0.0,0.17,0.33
7298,0,2415,1587,8021,0,0,0,0,31,0,9,9,4,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
5657,0,34,38,9235,0,0,0,0,36,0,3,4,3,0,0,0,1,0,1,0.7003,0,0,0.0,0.0,0.25,0.25,0.5
13160,0,33,1,1,0,0,0,0,30,0,1,0,0,0,1,0,0,0,0,-0.8591,0,0,0.0,0.5,0.0,0.5,0.0
1280,0,1078,20676,49,1,0,1,0,40,0,0,0,0,0,0,0,0,0,0,-0.5106,0,0,1.0,0.0,0.0,0.0,0.0
10688,0,15647,18057,117082,0,5,3,0,39,0,0,1,2,0,0,0,0,0,0,-0.5423,0,1,0.0,0.2,0.0,0.4,0.4
15019,0,36469,33192,36196,0,0,0,1,35,0,6,1,1,0,0,0,0,0,0,-0.9201,0,0,0.0,0.25,0.0,0.5,0.25
1599,0,942,444,3133,0,3,2,0,38,0,1,0,11,0,0,0,1,0,0,-0.926,0,0,0.0,0.38,0.12,0.38,0.12
2099,0,9512,30633,1024,0,1,1,0,33,0,2,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.4,0.0,0.2,0.4
4877,1,344,199,2436,0,0,0,0,32,1,1,0,1,0,0,1,0,0,0,-0.3818,0,0,0.4,0.2,0.0,0.0,0.4
3000,0,495,7,680,0,1,0,1,28,0,8,1,2,0,0,0,1,0,0,-0.5106,0,0,0.0,1.0,0.0,0.0,0.0
7559,0,211,29,11505,0,0,0,0,28,0,21,0,3,0,0,0,1,0,0,-0.5719,0,0,0.0,0.0,0.0,0.5,0.5
12751,0,27,0,8,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,-0.7964,0,0,0.25,0.5,0.0,0.25,0.0
4708,0,632,5527,13670,0,2,1,0,42,0,2,0,2,1,0,0,1,0,0,0.7717,0,0,0.0,0.5,0.33,0.17,0.0
12279,1,10271,9327,1540,0,0,0,0,24,1,1,0,3,0,0,1,0,0,0,-0.8176,0,0,0.0,0.25,0.0,0.25,0.5
259,0,746,125,19329,0,0,0,0,34,0,8,2,4,0,0,0,1,0,0,-0.7003,0,1,0.0,0.0,0.0,0.0,1.0
11633,0,3322,8548,44646,0,4,0,0,48,0,4,0,5,0,0,0,0,0,0,0.8934,0,0,0.14,0.43,0.14,0.14,0.14
14629,0,3008,2072,5719,0,0,0,0,33,0,1,0,0,0,1,0,0,0,0,0.2801,0,0,0.0,0.2,0.2,0.4,0.2
13573,0,115,11,1133,0,1,0,0,33,0,0,2,1,0,0,0,0,0,0,-0.9393,0,0,0.0,0.17,0.0,0.5,0.33
5576,1,3223,2959,16395,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0.891,0,0,0.0,0.25,0.12,0.25,0.38
14925,0,50,1,382,0,0,0,0,20,0,1,0,2,0,1,0,0,0,0,-0.6705,0,0,0.0,0.0,0.0,0.33,0.67
1510,0,13,27,104,0,0,0,0,43,0,0,0,4,0,0,0,0,0,0,-0.7003,0,0,0.0,0.0,0.0,0.0,1.0
2909,0,940,3092,6671,1,0,0,0,41,0,2,0,2,0,1,0,0,0,0,0.8225,0,0,0.2,0.2,0.0,0.6,0.0
14960,0,1060,337,18770,0,1,0,0,36,0,1,3,0,0,0,0,0,0,0,0.6908,0,0,0.0,0.5,0.17,0.0,0.33
6179,0,3054,1173,20421,0,4,5,0,38,0,0,11,1,0,0,0,0,0,0,-0.802,0,0,0.0,0.0,0.0,0.5,0.5
640,1,41375,45920,21687,0,563,471,0,46,0,0,0,2,0,0,0,0,0,0,-0.9042,0,0,0.0,0.17,0.0,0.0,0.83
2974,1,1867,847,14050,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,-0.0516,0,0,0.0,0.33,0.0,0.0,0.67
16648,0,9902,10984,85464,0,1,1,0,66,0,50,10,5,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
4794,0,802,6178,5422,0,58,10,0,25,0,2,0,0,0,0,0,0,0,0,0.5106,0,1,0.0,0.0,0.0,0.25,0.75
6945,0,55,112,25028,0,0,0,0,44,0,1,0,3,0,0,0,0,0,0,0.7845,0,0,0.0,0.29,0.14,0.14,0.43
11991,0,4691,1083,16992,0,1,0,0,41,0,1,0,1,0,0,0,0,0,0,-0.4767,0,0,0.17,0.17,0.17,0.17,0.33
9731,0,1685,632,61528,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,-0.8591,0,0,0.0,0.62,0.0,0.25,0.12
16900,0,656,1316,332509,0,0,0,0,21,0,1,0,0,0,0,0,1,0,0,0.836,0,0,0.0,0.6,0.2,0.0,0.2
5224,0,68,72,13143,0,0,0,1,29,0,0,6,21,0,0,0,0,0,0,-0.5423,0,0,0.0,1.0,0.0,0.0,0.0
1346,0,857,5163,1562,0,0,0,0,31,0,0,0,1,0,1,0,0,0,0,0.6249,0,0,0.0,0.33,0.17,0.17,0.33
7364,0,558,1884,813,0,5,4,0,49,0,3,5,1,0,0,0,0,0,0,0.743,0,0,0.2,0.2,0.4,0.0,0.2
17424,0,496,334,132285,0,0,0,0,37,0,2,0,2,0,0,0,0,0,0,-0.8225,0,1,0.17,0.17,0.0,0.5,0.17
4347,0,4995,3830,30110,0,0,0,0,39,0,1,0,2,0,0,0,0,0,0,-0.7783,0,0,0.0,0.5,0.0,0.0,0.5
9353,0,102,36,51,0,0,0,0,33,0,3,0,1,0,0,0,1,0,0,-0.7964,0,0,0.17,0.33,0.0,0.17,0.33
15205,0,2716,3022,198,0,0,0,0,36,0,5,5,2,0,0,0,1,0,1,-0.8934,0,1,0.0,0.33,0.0,0.33,0.33
10936,0,6539,12099,186,0,1,0,0,25,0,2,0,1,0,0,0,0,0,0,-0.4588,0,1,0.0,0.75,0.0,0.25,0.0
4193,0,1746,11727,8146,0,6,2,0,25,0,0,0,3,0,0,0,0,0,0,-0.4404,0,0,0.0,0.67,0.0,0.0,0.33
3546,0,4434,4388,54390,0,0,0,0,48,0,1,1,12,0,0,0,0,0,0,0.1521,0,0,0.33,0.0,0.0,0.33,0.33
17133,0,1233,947,12495,0,0,0,0,39,0,11,1,12,0,0,0,1,0,0,-0.0772,0,0,0.0,1.0,0.0,0.0,0.0
3002,0,1763,1603,90779,0,0,0,0,35,0,6,0,1,1,0,0,0,0,0,-0.6124,0,0,0.0,1.0,0.0,0.0,0.0
11600,0,142,6,2621,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,-0.3818,0,0,0.0,1.0,0.0,0.0,0.0
5537,1,1151,488,21942,0,3,0,1,22,1,1,0,1,0,0,1,0,0,0,-0.5106,0,0,0.0,0.67,0.0,0.0,0.33
12286,0,78,2,9,0,0,0,0,34,0,2,0,0,0,0,0,0,0,0,-0.3818,0,0,0.0,0.67,0.0,0.33,0.0
3991,0,965,611,10533,0,10,1,0,25,0,0,0,0,0,0,0,0,0,0,0.3794,0,0,0.25,0.25,0.0,0.5,0.0
16026,0,2850,914,43732,0,0,0,0,40,0,7,0,3,0,0,0,1,0,0,0.8271,0,0,0.0,0.0,0.5,0.0,0.5
7672,0,804,2637,6270,0,1,0,0,46,0,0,1,2,0,0,0,0,0,0,-0.2505,0,0,0.22,0.33,0.0,0.11,0.33
1121,0,24429,28075,82407,0,449,263,0,26,0,0,0,3,0,0,0,0,0,0,-0.3612,0,0,0.25,0.5,0.0,0.0,0.25
