,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,description,favorite_count,retweet_count,contains_profanity,word_count,url,mentions,hashtags,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
8156,0,523,151,6459,0,sorry seem donaldjtrumpjr say u democracy corrupt banana republic meaning father election probably illegitimate current senate election seem cheater wld big lead,0,0,0,41,www.nzherald.co.nz,['DonaldJTrumpJr'],[],1,0,0,0,0,0,0,0,-0.5859,0,1,0.0,0.33,0.0,0.5,0.17
10433,0,402,91,31,0,behind trump yearslong effort turn lose win judge timothy kenny dismiss suit michigan court largely basis affidavit meaningless suit interpretation event incorrect credible,0,0,0,41,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.2023,0,1,0.0,0.2,0.0,0.4,0.4
11853,0,90,151,16494,0,gop r really weak amp emasculate trump get afraid cuz abusive power style 2 b go get ball 2 speak democracy amp put country first r go history shameful,0,0,0,54,www.washingtonpost.com,['GOP'],[],1,0,0,0,0,0,0,0,-0.8908,0,1,0.1,0.3,0.0,0.3,0.3
701,0,326,117,1806,0,disgust realdonaldtrump doesnt pay aid come taxpayer dollar shame gross joebiden kamalaharris senatedems senategop,0,0,1,24,www.politico.com,"['realDonaldTrump', 'JoeBiden', 'KamalaHarris', 'SenateDems', 'SenateGOP']",[],5,0,0,0,0,0,0,0,-0.8691,0,1,0.0,0.0,0.0,1.0,0.0
2426,0,42,6,186,0,bill barr set stage interfere election set dangerous precedent via yahoo chubby checker barr much realdonaldtrump pay interfere lose election donald desperate,0,0,0,45,news.yahoo.com,"['Yahoo', 'realDonaldTrump']",[],2,0,0,1,0,0,0,0,-0.8176,0,1,0.0,0.8,0.0,0.2,0.0
133,0,300,511,13351,0,hate see really mean million could go many people actually need,0,0,0,22,www.usatoday.com,[],[],0,0,0,0,0,0,0,0,-0.5719,0,1,0.0,0.0,0.0,0.33,0.67
6830,0,3656,6251,490,0,trump baselessly claim doctor inflate coronavirus death count money case hit record level put trump misery vote biden obviously mentally sick,2,1,0,38,www.cnn.com,[],"['Trump', 'Biden']",0,2,0,0,0,0,0,0,-0.8979,0,1,0.12,0.25,0.0,0.25,0.38
3341,0,230,16,2230,0,landslide victory near universal respect love people compare popularity number realdonaldtrump could people,0,0,0,40,www.cnn.com,['realDonaldTrump'],[],1,0,0,0,0,0,0,0,0.8934,0,1,0.0,0.33,0.67,0.0,0.0
15876,1,4749,3196,53,0,reporting cnn msnbc foxnews abcnews cbsnews nbcnews nytimes washingtonpost break expert identifies 200000 vote hijack realdonaldtrump biden georgia precinct level via gatewaypundit,0,1,0,30,www.thegatewaypundit.com,"['CNN', 'MSNBC', 'FoxNews', 'ABCNews', 'CBSNews', 'NBCNews', 'NYTimes', 'WashingtonPost', 'realDonaldTrump', 'gatewaypundit']",[],10,0,0,0,1,0,0,0,0.0,0,1,0.0,0.0,0.5,0.0,0.5
10662,0,3310,7455,44582,0,gop wall street carry record biden win vaccine hope money pour equity market joseph r biden jr declare presidentelect pfizer biontech announce vaccine candidate highly effective,13,1,0,40,www.nytimes.com,['GOP'],[],1,0,0,0,0,0,0,0,0.8777,0,1,0.2,0.6,0.0,0.2,0.0
270,0,8516,8382,338313,0,gop realdonaldtrump begin year pennsylvania manufacturing recession few manufacturing job obamabiden administration trump lose trade failure stand china,0,0,0,44,triblive.com,"['GOP', 'realDonaldTrump']",[],2,0,0,1,0,0,0,0,-0.8316,0,1,0.0,0.4,0.0,0.4,0.2
12216,0,102,17,399,0,realdonaldtrump know stayed little miss g20 pandemic meeting ashamed golf,0,0,0,24,www.nytimes.com,['realDonaldTrump'],[],1,0,0,0,0,0,0,0,-0.5279,0,1,0.33,0.0,0.0,0.67,0.0
9590,0,2074,449,55532,0,scottadamssays election never prepared watch insane amount security anytime history due conman chief claim month yea cisa point blank debunk b,0,0,0,39,www.nytimes.com,['ScottAdamsSays'],[],1,0,0,0,0,0,0,0,0.4574,0,1,0.0,0.43,0.0,0.0,0.57
11275,0,2118,2263,3264,0,trauma defeat left million believe particular narrative demonstrably true emotionally necessary interest historical parallel valuable political insight fareedzakaria,1,0,0,40,www.cnn.com,['FareedZakaria'],[],1,0,0,0,0,0,0,0,0.4767,0,1,0.0,0.5,0.25,0.0,0.25
4739,1,182,165,5478,0,raiders_for governortomwolf break giuliani give hunter bidens hard drive delaware state police photo underage girl inappropriate text,0,0,0,22,www.thegatewaypundit.com,"['raiders_for', 'GovernorTomWolf']",[],2,0,0,0,0,0,0,0,-0.1027,0,1,0.17,0.33,0.0,0.17,0.33
12617,0,193,107,9403,0,loser always loser iowa congressman notorious racist remark asks kamala harris descend slave via yahoo,0,0,1,25,news.yahoo.com,['Yahoo'],[],1,0,0,1,0,0,0,0,-0.9287,0,1,0.0,0.2,0.0,0.8,0.0
6326,0,389,617,2630,0,5 state set vote marijuana legalization here everything need know via election2020 vote voteearly,1,0,0,21,www.businessinsider.com,[],"['vote', 'Election2020', 'VOTE', 'VoteEarly']",0,4,0,0,0,0,0,1,0.0,0,1,0.0,0.33,0.0,0.67,0.0
14619,0,31,10,403,0,realdonaldtrump trump loser still loser always loser diaperdonald widdlecrybabydon accomplishment failure 250k dead covid racism sexism hate bad job loss president since ww huge business bankruptcy,0,0,1,44,www.nationalreview.com,['realDonaldTrump'],"['diaperDonald', 'WiddleCryBabyDon']",1,2,0,0,0,0,0,0,-0.9836,0,1,0.0,0.2,0.0,0.7,0.1
6641,0,622,6658,52174,0,ichadlowe mean stag demonstration lmao yall really emotionally manipulate dont look uninformed comment say awful demonstration yall voting biden low iq,3,0,0,45,abc7chicago.com,['ichadlowe'],[],1,0,0,1,0,0,0,0,0.1531,0,1,0.0,0.4,0.0,0.2,0.4
11058,1,2229,527,7102,0,smartmatic director admit 2017 system able create least million phantom vote year venezuela election via gatewaypundit,0,0,0,26,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,0.4404,0,1,0.0,0.33,0.0,0.33,0.33
1839,0,757,117,370,0,tax collection wealthy citizen u fall number irs auditor shrink evidence broken tax system,0,0,0,29,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.0772,0,1,0.0,0.67,0.17,0.0,0.17
8107,0,2163,1846,7768,0,sorry here link keep make word headline fair look lady shake finger shes ugly blonde must suck wrong,2,0,1,40,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.8402,0,1,0.25,0.0,0.0,0.75,0.0
1019,0,85,115,7135,0,mislead headline disappointed nytimes biden team cagey side treatment nytimes get old,0,0,0,30,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,-0.4767,0,1,0.0,0.0,0.0,1.0,0.0
2610,0,347,63,4123,0,momsdemand projectlincoln rotary housedemocrats teamster davidhogg111 aflcio neatoday votevets realdonaldtrump teamjoe iatse culinary226 statedept nationalnurses ive see wartime leadership president trump fails every test,0,0,0,29,www.military.com,"['MomsDemand', 'ProjectLincoln', 'Rotary', 'HouseDemocrats', 'Teamsters', 'davidhogg111', 'AFLCIO', 'NEAToday', 'votevets', 'realDonaldTrump', 'TeamJoe', 'IATSE', 'Culinary226', 'StateDept', 'NationalNurses']",[],15,0,0,0,0,0,0,0,-0.4215,0,1,0.0,0.0,0.0,0.0,1.0
7098,0,350,145,19407,0,truly sick shit trump supporter prove crazy nut dont shit like party give little moral power reshape country back racist hateful place,0,0,1,50,www.cnn.com,[],[],0,0,0,0,0,0,0,0,-0.9611,0,1,0.2,0.4,0.0,0.1,0.3
16364,0,98,15,2240,0,housegop first thing call someone wrong loser say jack odonnell ran atlantic city casino mr trumpthe bad thing world would loser avoid call loser say anything,0,0,1,49,www.nytimes.com,['HouseGOP'],[],1,0,0,0,0,0,0,0,-0.9584,0,1,0.0,0.17,0.0,0.42,0.42
7630,0,1372,166,703,0,new york time free interactive calm fun distract frm election anxiety covid19 wfh greenrecovery nytimes,0,0,0,22,www.nytimes.com,['nytimes'],"['COVID19', 'WFH', 'greenrecovery']",1,3,0,0,0,1,0,0,0.7184,0,1,0.0,0.0,0.6,0.4,0.0
9152,0,11258,10255,9532,0,cause type incident trump trump make threat incite behavior four year cover barr gangster criminal,0,0,0,41,www.nbcnews.com,[],[],0,0,0,0,0,0,0,0,-0.7783,0,1,0.0,0.38,0.0,0.25,0.38
13757,0,4959,3687,22277,0,gop look around instead stock financial portfolio recognize american trouble something nearly 19 million american could lose home eviction limit expire dec 31 via cbsmoneywatch,0,0,0,39,www.cbsnews.com,"['GOP', 'cbsmoneywatch']",[],2,0,0,0,0,0,0,0,-0.8126,0,1,0.0,0.43,0.0,0.43,0.14
7349,0,1866,1815,3459,0,trump suggests might fire infectious disease expert fauci election 229000 dead orangepeel along senatemajldr senategop prefers as licker drscottatlas appear russian tv sell snake oil gop asshole,0,0,1,36,www.cnn.com,"['senatemajldr', 'SenateGOP', 'GOP']","['OrangePeel', 'DrScottAtlas']",3,2,0,0,0,1,0,0,-0.7717,0,1,0.25,0.0,0.25,0.25,0.25
7412,0,2871,513306,5399,1,longtime republican election lawyer benlginsberg proof systematic voter fraud become loch ness monster republican party people spent lot time look doesnt exist,280,85,0,35,www.washingtonpost.com,['BenLGinsberg'],[],1,0,0,0,0,0,0,0,-0.2732,0,1,0.0,0.5,0.0,0.5,0.0
11582,1,3151,1957,191,0,feature tecn tv presentation tuesday november 18 2020 900 pm senator urge trump label good west bank settlement make israel janis hall hall world report tec youtube tec bit chute,0,0,0,47,youtu.be,[],[],0,0,0,0,0,0,0,0,0.4404,0,1,0.0,0.2,0.4,0.2,0.2
17401,0,102,14,2240,0,davesno12814426 senategop hunter biden trump team plant fake intelligence firm lay groundwork hunter biden conspiracy deluge change election favor,0,0,0,31,www.nbcnews.com,"['DavesNo12814426', 'SenateGOP']",[],2,0,0,0,0,0,0,0,-0.1779,0,1,0.0,0.25,0.25,0.25,0.25
16861,0,267,109,984,0,fake arizona elector vote trump real arizona legislator ask congress accept think gop form rail rail imagine minute democrat gopcomplicittraitors,0,0,0,49,www.azcentral.com,['gop'],['GOPComplicitTraitors'],1,1,0,0,0,1,0,0,-0.128,0,1,0.22,0.11,0.0,0.22,0.44
10584,0,143,96,69,0,trump absolute bad loser new york time via googlenews expect cheets golf,0,1,1,22,www.nytimes.com,['GoogleNews'],[],1,0,0,0,0,0,0,0,-0.7845,0,1,0.0,0.2,0.2,0.4,0.2
10334,0,451,143,8751,0,via nytimes funny orange flavor republican think put racist nomask wear libtard bullshit trump actually give shit antivaxxer moron,0,0,1,35,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,-0.9136,0,1,0.0,0.25,0.0,0.12,0.62
5708,0,5319,5080,9212,0,kimguilfoyle nypost wow almost prestigious national enquirer meantime adult room endorse biden,0,0,0,25,www.businessinsider.com,"['kimguilfoyle', 'nypost']",[],2,0,0,0,0,0,0,0,0.7269,0,1,0.0,0.33,0.33,0.0,0.33
9543,1,143,118,1458,0,trump vicious jackass next go way he dealt virus everything pandemic bolsonaro tell brazilian stop sissy covid,0,0,1,34,www.rt.com,[],[],0,0,0,0,0,0,0,0,-0.7579,0,1,0.0,0.0,0.0,0.67,0.33
6144,0,3571,1388,10775,0,gop realdonaldtrump business partner lev parnas former associate trump personal lawyer giuliani expect enter guilty plea thursday charge defraud investor insurance startup found trumpisacrook trumpunfitforoffice,1,0,0,40,www.reuters.com,"['GOP', 'realDonaldTrump']","['TrumpIsACrook', 'TrumpUnfitForOffice']",2,2,0,0,0,0,0,0,-0.4215,0,1,0.0,0.56,0.33,0.0,0.11
2086,0,649,1913594,2730,1,twitter say call violence start poll close u election day slap warning premature victory claim fight effort undermine election,47,31,0,33,u.afp.com,[],[],0,0,0,1,0,0,0,0,-0.8658,0,1,0.0,0.14,0.29,0.29,0.29
16408,0,4853,3752,125,0,via nytimes manup_concede realdonaldtrump destroy nation fuel pathetic need adulation true highcrimes_and_misdemeanors january 202021 lead away handcuff stopkillingamericans neofascistdishonestgop,0,0,0,31,www.nytimes.com,"['NYTimes', 'realDonaldTrump']","['ManUp_Concede', 'HighCrimes_and_Misdemeanors', 'StopKillingAmericans', 'neoFascistDishonestGOP']",2,4,0,0,0,0,0,0,-0.6597,0,1,0.33,0.33,0.0,0.33,0.0
10957,0,3867,3291,201907,0,fuck fuck think republican official country totally worried overtly try steal election bc hold accountable,107,21,1,32,www.nbcnews.com,[],[],0,0,0,0,0,0,0,0,-0.9134,0,1,0.0,0.0,0.4,0.2,0.4
1931,0,1656,1026,1,0,washingtonpost twitter twitter savior may save american trump neo nazi gunmilitia domestic terrorist spill hate cyberspace penny trump plan happen plan blame china virus blame doesnt cure american,0,0,0,42,www.dawn.com,['washingtonpost'],['Twitter'],1,1,0,0,0,0,0,0,-0.875,0,1,0.0,0.38,0.0,0.38,0.25
5967,0,8961,9801,35703,0,trump essentially say black life dont matter neither america public health trump world racism epidemiology hoax engineer donald trump unfairly make pay creditor taxpayer,4,0,0,43,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.7766,0,1,0.0,0.33,0.0,0.22,0.44
9771,0,304,224,242,0,trump administration renews push confirm wolf amid concern legitimacy agency purge cnn politicalparties trump whitehouse,0,0,0,20,www.cnn.com,[],"['PoliticalParties', 'Trump', 'Whitehouse']",0,3,0,0,0,0,0,0,0.0,0,1,0.0,0.4,0.0,0.2,0.4
5136,0,4039,1028,7434,0,realize debates2020 amount blue check know coyote theocracy recall critique vermeullarmine,2,0,0,25,nymag.com,['Vermeullarmine'],['Debates2020'],1,1,0,1,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.5,0.5
5170,1,4028,3312,1165,0,biden gun plan call aggressive dangerous ever put forth major candidate besides insane technically feasible,0,0,0,24,www.westernjournal.com,[],"['Biden', 'Gun', 'Dangerous']",0,3,0,0,0,0,0,0,-0.8316,0,1,0.0,0.25,0.0,0.25,0.5
4866,1,255,225,16995,0,worstpresidentever obama check timeline tie barack obama biden family soros ukrainianaffairs way back 2014,0,0,0,24,www.teaparty.org,[],"['WorstPresidentEver', 'Obama', 'Obama', 'Biden', 'Soros', 'UkrainianAffairs']",0,6,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
13594,0,555,298,214,0,thought kind evidence enough flip election apparently want job find wtf wrong people appeal court reject trump challenge pennsylvania race,0,0,0,41,apnews.com,[],[],0,0,0,1,0,0,0,0,-0.6808,0,1,0.1,0.5,0.1,0.1,0.2
15366,0,270,45,6127,0,childdonald recently fire replace pentagon crony another week delay bidens team visit mias whats trump finale dirty deed next week may prove scary world front maddowblog,0,0,0,37,www.msn.com,['MaddowBlog'],['ChildDonald'],1,1,0,0,0,0,0,0,-0.8689,0,1,0.17,0.67,0.0,0.0,0.17
2292,0,457,70,18398,0,7 key finding presidentacquitted trump reinvent swamp new york time drain swamp trump didnt merely fail washington insider culture lobbying favorseeking reinvent wdraktuell sz cnni,0,0,0,37,www.nytimes.com,"['WDRaktuell', 'SZ', 'cnni']",[],3,0,0,0,0,0,0,0,0.3716,0,1,0.0,0.0,0.0,0.33,0.67
6555,0,6082,5766,40072,0,blatant disregard human life despite covid19 risk trump increase deportation haiti santitajacksonshowmf 68ac79ae 773763wcpt9278 am950radio wcpt820 talk927fmfacebooklive santitajacksonandfriends revjjackson,0,0,0,25,www.commondreams.org,"['AM950Radio', 'WCPT820', 'talk927fm', 'RevJJackson']","['SantitaJacksonShow', 'FacebookLive', 'SantitaJacksonAndFriends']",4,3,0,0,0,0,0,0,0.2533,0,1,0.25,0.5,0.0,0.0,0.25
17903,0,932,213,57700,0,gopchairwoman since everyone gop pretend remember doesnt either pelosi white house close deal 2 trillion package include 1200 stimulus check ui mcconnell kill,0,0,0,45,www.washingtonpost.com,"['GOPChairwoman', 'GOP']",[],2,0,0,0,0,0,0,0,-0.7269,0,1,0.0,0.33,0.33,0.0,0.33
2193,0,8495,8336,18035,0,senategop housegop potus realdonaldtrump congressdotgov housedemocrats senatedems thedemocrats gop trump spin doctor say whatever trump tell,0,1,0,21,www.washingtonpost.com,"['SenateGOP', 'HouseGOP', 'POTUS', 'realDonaldTrump', 'congressdotgov', 'HouseDemocrats', 'SenateDems', 'TheDemocrats', 'GOP']",[],9,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.25,0.75
6360,0,9635,12793,128621,0,shit like must figuratively speak annihilate gop must vote every single office see ever vote,50,13,1,37,www.businessinsider.com,['GOP'],[],1,0,0,0,0,0,0,0,-0.2732,0,1,0.0,0.33,0.0,0.0,0.67
6894,0,131,42,5576,0,customer must give name address eat michigan restaurant order official via bizpacreview potus gop dojph,0,0,0,22,www.bizpacreview.com,"['BIZPACReview', 'POTUS', 'GOP', 'DOJPH']",[],4,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
11850,1,1961,922,5390,0,make cry rush limbaugh caller break distraught steal election tell rush limbaugh much love donald trump video,0,0,0,27,www.thegatewaypundit.com,[],[],0,0,0,0,0,0,0,0,-0.6908,0,1,0.0,0.0,0.38,0.25,0.38
9407,0,485,916,5987,0,excellent piece nicholaslemann party political realignment work class vote grab trumpism probably u long time daddy party anymore gop democrat election2020 election2024,0,0,0,36,www.newyorker.com,['NicholasLemann'],"['Trumpism', 'GOP', 'Democrats', 'Election2020', 'Election2024']",1,5,0,0,0,0,0,0,0.8442,0,1,0.0,0.6,0.2,0.0,0.2
15882,0,216,3,15,0,trump chooses ___ choice however doesnt mean anyone need cover lame plan trump plan tv stunt air force bidens inauguration axios business insider,0,0,0,39,www.businessinsider.com,[],[],0,0,0,0,0,0,0,0,-0.4215,0,1,0.12,0.5,0.0,0.0,0.38
11047,0,994,826,1336,0,trust gop power bidens election american democracy narrowly escape disaster thomas friedman 11182020,0,0,0,25,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.0258,0,1,0.2,0.6,0.0,0.2,0.0
1265,0,2894,21197,15462,1,good morning debate day salt lake city read betsy_klein vice president mike penny prepared tonight debate chance shake race dwindle,2,4,0,31,www.cnn.com,['betsy_klein'],[],1,0,0,0,0,0,0,0,0.6249,0,1,0.0,0.5,0.5,0.0,0.0
11158,0,150,41,450,0,another donkey compare happen happen 2000 need find courage start transition process terrible situation inside government bureaucrat pressurefilled decision delay transition,1,0,0,41,www.cnn.com,[],[],0,0,0,0,0,0,0,0,-0.296,0,1,0.33,0.67,0.0,0.0,0.0
5154,0,654,120,7075,0,realdonaldtrump say reverse joebidens talk fact low black incarceration rate since 1994crimebill debates2020 election2020 trump2020landslide,0,1,0,27,reason.com,"['realDonaldTrump', 'JoeBiden']","['1994CrimeBill', 'Debates2020', 'Election2020', 'Trump2020Landslide']",2,4,0,1,0,0,0,0,-0.2732,0,1,0.0,0.25,0.0,0.5,0.25
1456,1,89,86,240,0,vp debate kamala harris betrayed left lie trump lie record annoyed people djhj medium,0,0,0,21,djhjmedia.com,[],[],0,0,1,0,0,0,0,0,-0.765,0,1,0.0,0.0,0.0,0.5,0.5
5976,0,438,30,142,0,today 300 pm atlanticcouncil 2020 road white house latin america latino vote matter thinktank thinktankevents election2020,0,0,0,26,www.atlanticcouncil.org,['AtlanticCouncil'],"['ThinkTank', 'ThinkTankEvents', 'Election2020']",1,3,0,0,0,0,0,0,0.0258,0,1,0.0,1.0,0.0,0.0,0.0
7320,0,603,1153,12099,0,reagan lie welfare queen 1976 republican dogwhistles appeal racist vote train gop base open racist like trump,4,2,0,30,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.7579,0,1,0.0,0.33,0.0,0.33,0.33
11137,0,6797,6178,39177,0,gsa emily murphy struggle weight election shoulder stop pity party moron amp sign damn transition paper murphybreakdown,35,3,1,33,www.cnn.com,[],['MurphyBreakdown'],0,1,0,0,0,0,0,0,-0.836,0,1,0.25,0.25,0.0,0.5,0.0
12989,0,37,18,1115,0,trump trip join giuliani pennsylvania gop lawmaker baseless voter fraud event cancel go class show focus stay jail january 21st realdonaldtrump foxnews cnn abc,0,0,0,40,www.cnn.com,"['realDonaldTrump', 'FoxNews', 'cnn', 'abc']",[],4,0,0,0,0,0,0,0,-0.5574,0,1,0.33,0.0,0.0,0.0,0.67
13585,1,868,256,11376,0,criminal joebiden would fool listen might jim_jordan criminal act excia chief urge iran wait return responsible u leader react nuclear scientist kill rt world news,0,0,1,43,www.rt.com,"['JoeBiden', 'Jim_Jordan']",[],2,0,0,0,0,0,0,0,-0.9201,0,1,0.12,0.25,0.12,0.25,0.25
819,0,5000,801,65229,0,realdonaldtrump ridiculous test bomb go explode generate false sense security consequently irresponsibility group pay policy inconsequence error covid19 nytimescohen nytimes,1,1,0,42,www.nytimes.com,"['realDonaldTrump', 'NYTimesCohen', 'nytimes']",['COVID19'],3,1,0,0,0,1,0,0,-0.7506,0,1,0.0,0.5,0.0,0.25,0.25
7344,1,503,71,1397,0,guy even know jacket voting send home nursing home,0,0,0,27,www.dailymail.co.uk,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.33,0.0,0.67,0.0
12212,0,1724,1356,20324,0,100 percent unacceptable shameful say qassam barghouti marwan barghouti convict israel five count murder shock would feel way exactly,0,0,0,42,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.926,0,1,0.0,0.4,0.0,0.2,0.4
14667,0,1436,268,5648,0,gop republicanswine 57 yr stupidity michigan pleads guilty threaten hunt trump whistleblower lawyer,0,0,1,23,www.mlive.com,"['GOP', 'RepublicanSwine']",[],2,0,0,0,0,0,0,0,-0.8074,0,1,0.0,0.25,0.25,0.0,0.5
8436,1,270,357,21508,0,gop rnc marklevinshow tuckercarlson still wait fat lady sing foxnews cnn msnbc donlemon andersoncooper maddow mitchellreports nbcnews cbsnews joebiden kamalaharris dnc thedemocrats dcexaminer nypost hbcubuzz blmplaza,0,0,0,31,americantruthtoday.com,"['GOP', 'RNC', 'marklevinshow', 'TuckerCarlson', 'Foxnews', 'CNN', 'MSNBC', 'donlemon', 'andersoncooper', 'maddow', 'mitchellreports', 'NBCNews', 'CBSNews', 'JoeBiden', 'KamalaHarris', 'DNC', 'TheDemocrats', 'dcexaminer', 'nypost', 'HBCUBuzz']",['BLMPlaza'],20,1,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
1343,0,165,24378,151,1,daily election 2020 roundup stage set tonight vp debate utah trump say he feel great tweet broadside dems late poll,1,1,0,31,rapidcityjournal.com,[],[],0,0,0,1,0,0,0,0,0.6249,0,1,0.0,0.33,0.17,0.17,0.33
9585,0,3544,3213,11011,0,always vigilant election integrity real evidence point best run election weve ever country,6,0,0,27,www.axios.com,[],[],0,0,0,0,0,0,0,0,0.8176,0,1,0.0,0.17,0.0,0.33,0.5
434,0,594,411,7934,0,explains biden pull ahead even state positive view trump like people see trump weak area important,1,0,0,34,www.politico.com,[],[],0,0,0,0,0,0,0,0,0.6124,0,1,0.0,0.0,0.2,0.4,0.4
1795,0,4947,2169,8535,0,mr vice president shes speak kamala harris beat honolulu hawaii news sport ampamp weather kitv channel 4,0,0,0,23,www.kitv.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.33,0.33,0.0,0.33
12405,0,85,40,1972,0,include massive cost golf travel magical force new trumpkim letter provide window special friendship,0,0,0,21,www.cnn.com,[],[],0,0,0,0,0,0,0,0,0.6808,0,1,0.0,0.25,0.0,0.25,0.5
6217,0,1201,519,52176,0,call trumpsicles start red turn blue hearing trump speak miss bus home,0,0,0,23,www.usatoday.com,[],[],0,0,0,0,0,0,0,0,-0.1531,0,1,0.14,0.14,0.0,0.43,0.29
14790,1,118,57,2565,0,watch sidney powell try stop election steal truth lord help especially one orchestrate shit show election,0,0,1,35,www.wnd.com,[],[],0,0,0,0,0,0,0,0,-0.6444,0,1,0.0,0.2,0.0,0.0,0.8
13631,1,767,6565,1087,0,brainwash browbeaten medium type conspiratorial effort make hate individual stupid read line others know full well nefarious plan wink,9,2,1,49,www.zerohedge.com,[],[],0,0,0,0,0,0,0,0,-0.7184,0,1,0.0,0.4,0.0,0.4,0.2
5847,1,6022,5476,8554,0,thedemocrats put stop humiliation bad dont give sht he compromise joe biden call senator harris husband doug emhoff kamalas wife video via gatewaypundit,0,0,0,38,www.thegatewaypundit.com,"['TheDemocrats', 'gatewaypundit']",[],2,0,0,0,1,0,0,0,-0.8555,0,1,0.0,0.25,0.0,0.75,0.0
14151,1,5098,5442,1936,0,situation update art trump election nov 3rd play see dc dirty laundry,0,0,0,28,dcdirtylaundry.com,[],[],0,0,1,0,0,0,0,0,-0.128,0,1,0.25,0.5,0.0,0.0,0.25
657,0,483,84,2875,0,gop crook sad loser criminal know way hold onto power,0,0,0,20,www.bbc.com,['GOP'],[],1,0,0,0,0,0,0,0,-0.872,0,1,0.2,0.0,0.0,0.8,0.0
6201,1,95361,97560,0,0,gateway pundit reporting wow kamala advertises tucson rally day dozen car turn across state,4,1,0,27,zenith.news,[],[],0,0,1,0,0,0,0,0,0.5859,0,1,0.0,0.2,0.2,0.2,0.4
8669,0,9,0,47,0,thanks joe cant wait see men best friend run white house ground joebiden gop cnn,0,0,0,22,www.cnn.com,"['JoeBiden', 'gop', 'CNN']",[],3,0,0,0,0,1,0,0,0.8834,0,1,0.0,0.25,0.25,0.0,0.5
10354,0,444,188,1978,0,abby phillip calm smart presence cnn election cant wait see mor,0,0,0,22,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,0.6124,0,1,0.0,0.0,0.5,0.0,0.5
4807,0,205,164,338,0,ford asks nation open door refugee foreign relation committee staff aide say senator biden dick clark democrat iowa expect reject administration refugee assistance request foreignpolicy debates2020,0,0,0,36,www.nytimes.com,[],"['foreignpolicy', 'Debates2020']",0,2,0,0,0,0,0,0,-0.7184,0,1,0.0,0.5,0.25,0.0,0.25
15762,0,35,466,79,0,former trump org exec barbara spill tea trump get trouble past expect final day presidencytrumpgop,0,0,0,29,www.mediaite.com,[],"['Trump', 'GOP']",0,2,0,0,0,0,0,0,-0.4019,0,1,0.0,0.14,0.29,0.29,0.29
17651,0,277,156,7164,0,senronjohnson realdonaldtrump cant wait shit show scam administration utter shit show america become donald trump complicit gop neverforget never,1,1,1,35,www.axios.com,"['SenRonJohnson', 'realDonaldTrump', 'GOP']",['NeverForget'],3,1,0,0,0,0,0,0,0.2842,0,1,0.0,0.0,0.0,0.0,1.0
6319,0,5002,886,2,0,gop yesterday stock market dow jones average almost 1000 point realdonaldtrump doesnt chop manage lemonade stand chicago tower lose 270 million dollar,10,7,0,36,www.msn.com,"['GOP', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.4019,0,1,0.0,0.71,0.0,0.14,0.14
2685,0,1929,237,21050,0,ceciliannem powers_edy entitykeeper1 drdavidsamadi realdonaldtrump glad brought box thats misinterpretation warn actually mean,0,0,0,23,www.politifact.com,"['CecilianneM', 'powers_edy', 'entitykeeper1', 'drdavidsamadi', 'realDonaldTrump']",[],5,0,0,0,0,0,0,0,0.3818,0,1,0.0,0.25,0.25,0.25,0.25
8687,1,1662,3050,45900,0,update benfords law use prove election fraud past joe bidens number michigan 99 flaw surprise tech giant ban information via gatewaypundit,1,2,0,35,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.7184,0,1,0.0,0.33,0.0,0.33,0.33
10840,1,5894,7340,3636,0,blumenthal urge mark zuckerberg remove breitbart gateway pundit donald trump jr eric trump steve bannon facebook blumenthal remove washington,3,1,0,28,www.thegatewaypundit.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.33,0.0,0.67
