,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,favorite_count,retweet_count,contains_profanity,word_count,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis
14338,0,4258,9476,63039,0,58,7,0,47,3,0,0,0,0,0,0,0,0.8934
8510,0,4389,2101,52428,0,0,0,0,21,1,0,0,1,0,0,0,0,0.0
1121,0,24429,28075,82407,0,449,263,0,26,0,0,0,0,0,0,0,0,-0.3612
1081,0,4982,2074,10936,0,0,0,0,45,3,0,0,0,0,0,0,0,-0.7783
15645,0,459,93,32960,0,0,0,1,42,1,0,0,0,0,0,0,0,-0.9726
3237,0,29,44,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0.4118
4090,0,2364,2704,127017,0,12,0,0,23,0,0,0,0,0,0,0,0,-0.0258
5270,0,502,20,154,0,0,0,0,41,2,0,0,0,0,0,0,0,-0.9153
13343,0,1200,53,1813,0,0,0,0,37,3,2,0,0,0,0,0,0,-0.5859
13664,0,30,5,256,0,0,0,1,34,3,0,0,0,0,0,0,0,-0.3477
13392,0,2924,3430,75696,0,6,4,0,49,0,0,0,0,0,0,0,0,-0.5574
17908,0,380,38,142,0,8,1,1,37,2,0,0,0,0,0,0,0,0.4389
11441,0,55216,56068,243421,0,0,0,0,20,0,0,0,0,0,0,0,0,0.0
8127,0,1289,1027,602,0,0,0,0,30,6,0,0,0,0,0,0,0,0.4404
9821,0,119,20,183,0,0,0,1,25,1,0,0,0,0,0,0,0,-0.7652
1843,0,1012,363,2782,0,0,0,0,24,9,0,0,0,0,0,0,0,0.0
14563,0,4966,554,88715,0,0,0,0,37,1,0,0,0,0,0,0,0,-0.4404
2930,0,1964,71679,1778,0,10,1,0,37,0,0,0,0,0,0,0,0,0.7579
2407,0,121,32,467,0,1,0,0,28,3,1,0,0,0,0,0,0,0.0
9872,1,179,475,9738,0,0,0,0,23,1,0,1,0,0,0,0,0,-0.296
3028,1,440,210,11042,0,0,0,0,29,2,0,0,0,0,0,0,0,-0.7351
11104,0,1728,578,45443,0,0,0,0,40,9,0,0,0,0,1,0,0,-0.7351
10263,1,99,415,5854,0,0,0,0,43,6,3,1,0,0,0,0,0,0.7717
7831,1,7763,11558,2793,1,0,0,0,33,2,0,0,0,0,0,0,0,0.0
15970,0,6822,8125,102990,0,0,0,0,43,1,0,0,0,0,0,0,0,-0.7579
13726,0,695,231,62570,0,0,0,0,38,0,0,0,0,0,0,0,0,0.6369
121,0,430,927,452830,0,0,0,1,37,2,0,0,0,0,0,0,0,-0.9623
13212,0,53,0,261,0,0,0,0,24,4,0,0,0,0,0,0,0,0.5106
13228,1,10269,17244,14727,0,1,0,0,28,2,0,0,0,0,0,0,0,-0.7003
17051,0,34092,31727,109069,0,0,0,0,25,16,0,0,0,0,0,0,0,-0.5423
15587,1,38,23,313,0,0,0,0,23,1,0,0,0,0,0,0,0,-0.852
7893,1,1190,4225,33422,0,9,3,0,33,1,0,1,0,0,0,0,0,0.9001
353,0,3788,8646,2124,1,0,0,1,38,2,1,0,0,0,1,0,0,-0.836
7752,0,1549,1090,47494,0,0,0,0,22,5,3,0,0,0,0,0,0,0.3818
4291,1,272,169,496,0,0,1,0,26,1,0,0,0,1,0,0,0,0.0
14108,1,11743,12057,58574,0,1,0,0,24,0,0,1,0,0,0,0,0,-0.1779
1560,0,460,162,12415,0,0,0,1,45,3,0,0,0,0,1,0,0,-0.9246
936,0,350,144,3194,0,0,0,0,22,0,0,0,0,0,0,0,0,0.0
1855,0,5160,4786,12648,0,24,18,0,46,0,2,0,0,0,0,0,0,-0.872
1973,0,702,1936,3786,1,0,0,1,52,0,0,0,0,0,0,0,0,-0.8658
15189,1,17760,18648,126,0,1,1,0,28,1,1,0,0,1,0,0,0,-0.3818
8614,0,608,830,64932,0,0,0,0,47,0,0,0,0,0,0,0,0,0.4767
4684,0,6566,12147,186,0,1,1,0,35,3,0,0,0,0,0,0,0,-0.7351
2157,0,432,187,12371,0,0,0,0,34,2,2,0,0,0,0,0,0,-0.088
12815,0,832,163,1232,0,0,0,0,21,0,0,0,0,0,0,0,0,0.0
9339,0,1417,1020,83549,0,1,1,0,52,7,0,0,0,0,0,0,0,-0.7845
16929,1,4764,10103,60695,0,4,1,0,24,0,0,1,0,0,0,0,0,-0.2023
16082,0,208,30,130,0,0,0,0,33,1,2,0,0,0,0,0,0,-0.743
8751,1,163,53,951,0,0,0,0,40,0,0,0,0,0,0,0,0,0.9062
2328,0,220,174,5726,0,0,0,0,38,4,0,0,1,0,1,0,0,-0.6908
611,0,198,628,143,0,0,0,0,39,5,0,0,0,0,0,0,0,-0.9493
1458,0,1,214,8193,0,3,0,0,34,2,0,0,1,0,0,0,0,-0.0516
16860,0,74,113,9905,0,0,0,0,31,1,0,0,0,0,1,0,0,0.0
7727,0,76,45,15054,0,0,0,0,32,6,3,0,0,0,0,0,0,-0.1027
150,1,413,11,132,0,0,0,0,45,1,0,1,0,0,0,0,0,0.8957
13472,0,6,1,141,0,0,0,0,29,1,8,0,0,0,0,0,0,-0.8957
7495,0,691,4683,74974,0,2,0,0,35,1,0,0,0,0,0,0,0,0.8658
10566,0,302,2863,4193,0,0,0,0,43,0,0,0,0,0,0,0,0,0.9287
6671,0,879,931,119677,0,0,0,0,45,3,0,0,0,0,0,0,0,-0.8689
3817,0,580,440,15041,0,0,0,0,40,4,1,0,0,0,0,0,0,0.8298
12982,0,2229,1891,5358,0,2,0,0,20,0,0,0,0,0,0,0,0,-0.5574
13746,0,39385,42503,174060,0,0,0,0,33,5,0,0,0,0,0,0,0,-0.6124
5502,1,1262,174,8205,0,0,0,0,29,1,0,0,0,1,0,0,0,0.0772
5152,1,2180,836,8197,0,0,0,0,23,1,0,0,0,0,0,0,0,-0.4404
684,0,1388,373,72,0,0,0,1,37,2,0,0,0,0,0,0,0,-0.8807
12419,1,110,18,1539,0,0,0,0,32,2,0,1,0,0,0,0,0,0.0
14253,0,136,42,609,0,0,0,0,22,1,0,0,0,0,0,0,0,-0.5106
8141,0,2531,7314,12659,0,80,24,0,38,0,0,0,1,0,0,0,0,0.5574
901,0,14587,13446,30789,0,3,1,0,34,1,0,0,0,0,0,0,0,0.0
8166,0,2322,2253,104,0,0,0,0,38,1,2,0,0,0,0,0,0,-0.6369
8911,0,2904,1004,1683,0,0,0,0,31,1,0,0,0,0,1,0,0,-0.7269
16392,0,285,3483,2055,0,0,1,0,42,1,0,0,0,0,0,0,0,-0.5423
3112,0,958,605,3744,0,1,0,0,27,1,0,0,0,0,0,0,0,-0.4588
8184,0,1945,16142,31589,1,1,0,0,34,0,0,0,0,0,0,0,0,0.7765
2479,0,5099,86900,3617,1,3,0,0,22,0,0,0,0,0,0,0,0,0.2263
2037,1,4,25,3269,0,0,0,0,31,5,0,1,0,0,1,0,0,-0.6705
15111,0,145,5,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0.0
15139,0,208,99,7270,0,0,0,0,26,0,0,0,0,0,0,0,0,-0.6908
16092,0,5002,983,111220,0,0,0,0,33,2,4,0,0,0,0,0,0,-0.7845
11755,0,154,70,10798,0,0,0,0,21,0,0,0,0,0,0,0,0,-0.7096
8581,0,6547,12113,186,0,2,3,0,31,2,0,0,0,0,0,0,0,-0.4585
12183,0,3179,1790,2179,0,0,0,0,31,10,1,0,0,0,0,0,0,-0.7506
7872,1,20300,20365,1346,0,11,12,0,28,3,0,1,0,0,0,0,0,-0.6597
1819,0,376,40,2695,0,0,0,0,22,0,0,0,0,0,0,0,0,-0.7845
17251,0,1624,4672,11985,0,0,0,0,27,5,0,0,1,0,0,0,0,0.7845
11882,0,176,24,126,0,0,0,0,35,5,2,0,0,0,1,0,0,0.7269
1108,0,2331,1940,11342,0,0,0,0,44,0,0,0,0,0,0,0,0,-0.4767
6382,0,19,2,34,0,0,0,0,23,1,0,0,1,0,0,0,0,-0.6249
7118,1,826,337,4884,0,1,0,0,42,0,0,0,0,0,0,0,0,-0.3182
15627,1,2948,2474,279658,0,0,0,0,26,3,2,0,0,0,1,0,1,-0.296
7415,0,1100,743,5682,0,1,0,0,54,1,0,0,0,0,0,0,0,-0.9274
3418,0,4845,4115,55770,0,1,0,0,39,7,1,0,0,0,1,0,0,-0.5994
5450,0,496,430,83,0,0,0,0,23,3,8,0,0,0,0,0,0,0.0
2335,0,16414,15087,230793,0,1,1,0,41,6,1,0,0,0,0,0,0,-0.936
12509,0,665,378,273,0,15,3,0,40,2,0,0,0,0,0,0,0,-0.5719
9627,0,2965,1206,20885,0,1,0,0,25,0,0,0,1,0,0,0,0,-0.296
17332,0,334,11,15092,0,0,0,0,23,12,0,0,0,0,1,0,0,-0.5574
13400,1,59,307,85995,0,0,0,0,26,1,0,0,0,1,0,0,0,-0.0258
645,1,5396,48363,1898,0,4,2,0,31,1,0,0,0,1,0,0,0,-0.8402
4967,0,1154,366,9403,0,1,1,0,37,1,2,0,0,0,0,0,0,0.9169
13884,0,40,55,1477,0,0,0,0,27,3,2,0,0,0,0,0,0,-0.4939
10525,0,1202,1011,44222,0,0,0,0,24,1,0,0,0,0,0,0,0,-0.8957
2344,0,721,273,72946,0,0,0,0,23,4,1,0,1,0,0,0,0,0.1218
5194,0,266,12,55,0,0,0,0,29,1,1,0,0,0,1,0,0,0.5106
96,0,862,412,23765,0,0,0,0,44,9,2,0,0,0,1,0,0,-0.8625
14960,0,1060,337,18770,0,1,0,0,36,1,3,0,0,0,0,0,0,0.6908
3824,1,85,23,214,0,0,0,0,37,0,1,0,0,0,0,0,0,-0.3612
4335,0,1950,2106,299,0,0,0,0,23,0,0,0,0,0,0,0,0,-0.8074
11809,0,4998,946,76365,0,0,0,0,24,0,0,0,0,0,0,0,0,0.0
11417,0,5,2,74,0,0,0,0,35,10,0,0,0,0,1,0,0,-0.9517
16318,0,17,3069,172,0,82,30,0,45,0,0,0,0,0,0,0,0,0.7717
2639,0,1277,201104,4345,1,3,1,0,37,0,0,0,0,0,0,0,0,-0.5719
13692,0,89,21985,71,0,67,10,0,34,2,0,0,0,0,0,0,0,0.8402
6906,1,2825,3641,32593,0,6,3,0,31,6,1,0,0,0,0,0,0,0.0
7653,0,1365,505,12937,0,0,0,0,26,0,0,0,1,0,0,0,0,-0.8625
3404,1,383,133,8463,0,1,0,0,37,1,0,0,0,0,0,0,0,-0.4939
14378,0,2561,1441,89559,0,0,0,0,23,0,0,0,0,0,0,0,0,0.0
1379,1,815,652,10078,0,1,1,0,22,1,0,0,0,1,0,0,0,-0.5267
17531,1,0,802,31691,0,2,1,0,47,25,0,0,0,1,0,0,0,0.6249
3990,0,1345,248,8634,0,0,0,0,48,0,0,0,0,0,0,0,0,-0.6249
10700,0,2868,879,110332,0,0,0,0,43,0,0,0,0,0,0,0,0,-0.25
10781,0,375,144,19016,0,0,0,0,41,1,0,0,1,0,0,0,0,0.1531
12361,0,3404,2666,47655,0,0,0,0,32,0,0,0,0,0,0,0,0,0.0
12697,0,14,1,687,0,0,0,0,32,1,0,0,1,0,0,0,0,-0.8519
14711,0,1873,1327,9997,0,2,1,0,30,0,0,0,0,0,0,0,0,0.6874
15102,1,1320,311,2936,0,0,0,0,21,1,0,1,0,0,0,0,0,0.0
2844,0,8379,7797,39832,0,0,0,1,23,14,0,0,0,0,0,0,0,-0.5423
14911,0,2133,540,43421,0,0,0,0,36,0,0,0,0,0,0,0,0,0.0516
1641,0,54,6,3,0,0,0,0,24,1,0,0,0,0,0,0,0,-0.2023
12754,0,224,57,1706,0,0,0,0,34,10,0,0,0,0,0,0,0,0.0
17418,0,30,3,276,0,0,0,0,29,2,0,0,0,0,0,0,0,0.3818
1098,0,1616,2430,106035,0,0,0,0,37,4,0,0,0,0,0,0,0,-0.1779
4264,0,677,135,2084,0,0,0,0,36,4,0,0,0,0,1,0,0,0.2732
1303,0,580,139,3531,0,0,0,0,50,1,0,0,0,0,0,0,0,-0.5106
7028,1,878,394,8286,0,1,0,0,23,1,0,0,0,1,0,0,0,-0.6705
17664,0,1072,23418,4111,1,2,0,0,24,0,0,0,0,0,0,0,0,0.0
2652,0,0,6,433,0,0,0,0,31,4,0,0,0,0,0,0,0,-0.91
13298,1,6766,6200,31291,0,0,0,0,26,1,0,0,0,1,0,0,0,0.296
9646,0,283,140,2449,0,0,0,0,34,1,0,0,0,0,1,0,0,-0.2654
4006,1,1385,984,102789,0,2,2,0,21,0,0,0,0,0,0,0,0,-0.7906
2833,0,417,1781,19556,0,0,0,0,28,1,8,0,0,0,0,0,0,0.3818
17711,0,933,213,57682,0,0,0,0,21,2,0,0,0,0,0,0,0,-0.6705
3205,0,28,106,14287,0,0,0,0,21,7,0,0,0,0,0,0,0,-0.0258
3909,0,48,12,64,0,0,0,0,47,6,0,0,0,0,0,0,0,0.8074
12130,1,1995,588,7988,0,0,1,0,20,0,0,1,0,0,0,0,0,-0.5859
16363,0,1329,773,13122,0,0,0,0,35,8,0,0,0,0,1,0,0,-0.8957
3067,0,131,18,874,0,0,0,1,31,12,0,0,0,0,0,0,0,-0.9062
4957,0,8,6,58,0,0,0,0,41,0,0,0,1,0,0,0,0,0.0
143,0,691,484,293,0,1,0,0,37,0,0,0,0,0,0,0,0,0.4215
13695,0,4727,64639,58196,1,21,2,0,46,0,0,0,0,0,0,0,0,-0.4939
5725,1,24541,25584,154916,0,8,3,0,28,1,0,0,0,1,0,0,0,0.7184
395,0,16139,14935,230747,0,1,0,0,36,10,0,0,0,0,1,0,0,0.6249
9565,0,6071,5521,10829,0,0,0,0,35,2,0,0,0,0,0,0,0,-0.1027
9875,0,4968,4137,212262,0,1,0,0,29,0,0,0,0,0,0,0,0,-0.3919
15341,0,275,24,5646,0,0,0,0,41,0,0,0,0,0,0,0,0,-0.4939
14722,0,3091,1488,18580,0,1,0,0,44,0,0,0,0,0,0,0,0,-0.9485
5142,0,9035,8326,36128,0,0,0,1,22,0,0,0,0,0,0,0,0,-0.765
176,0,115,60,4103,0,0,0,0,24,2,0,0,1,0,0,0,0,-0.2023
3143,1,7128,5813,5730,0,0,0,0,39,4,4,0,0,0,0,0,0,0.4404
2553,0,1507,1595,298957,0,0,0,0,34,1,0,0,0,0,0,0,0,-0.9413
1255,0,2022,215231,7912,1,2,1,0,25,0,0,0,0,0,0,0,0,0.0
17425,0,2422,656,11003,0,1,1,0,51,5,0,0,0,0,0,0,0,-0.7906
5588,0,1225,2036,8239,1,4,2,0,20,1,0,0,0,0,0,0,0,0.0
9474,0,1497,1286,1438,0,0,0,0,20,2,0,0,0,0,0,0,0,0.4404
15423,0,2127,366,178829,0,0,0,0,38,0,0,0,0,0,0,0,0,-0.2263
251,0,256,36,44,0,0,0,0,54,19,4,0,0,0,0,0,0,-0.8555
426,0,409,79,3289,0,1,0,0,43,3,0,0,0,0,0,0,0,0.765
11730,0,1598,3070,3390,0,2,0,0,31,0,0,0,0,0,0,0,0,-0.4019
1135,0,513,219,34037,0,1,0,0,33,1,0,0,0,0,0,0,0,0.0
13860,1,5001,4385,51935,0,3,3,0,32,0,0,1,0,0,0,0,0,0.5802
10554,0,5244,4925,141738,0,2,0,1,45,3,0,0,0,0,0,0,0,-0.7506
2042,0,1441,6651,1545,1,23,12,0,21,1,0,0,0,0,0,0,0,-0.5106
1494,0,0,14,20,0,0,0,0,29,0,12,0,0,0,0,0,0,0.0
13193,0,479,441,55391,0,0,0,0,27,3,0,0,0,0,0,0,0,-0.6808
15178,0,0,0,3,0,0,0,0,34,1,0,0,0,0,0,0,0,-0.7269
8888,0,2292,3737,4990,1,4,0,0,51,0,1,0,0,0,0,0,0,-0.3612
12897,0,1856,879,3060,0,4,1,0,21,0,0,0,0,0,0,0,0,0.4588
16404,0,1504,367,10480,0,0,0,1,46,1,0,0,0,0,1,0,0,-0.9349
798,1,38116,37888,129179,0,3,1,0,27,1,0,0,0,1,0,0,0,0.5574
6324,0,0,0,170,0,0,0,0,27,1,0,0,1,0,0,0,0,0.8658
11767,0,5160,4704,25611,0,0,0,0,20,0,2,0,0,0,0,0,0,0.0
5684,0,4994,2009,97149,0,0,0,0,29,1,1,0,1,0,0,0,0,-0.9001
4591,0,20948,20922,25650,0,7,2,0,46,1,0,0,1,0,0,0,0,-0.1531
13765,1,13757,12525,14662,0,1,0,0,34,1,0,0,0,1,0,0,0,-0.8316
10178,0,1160,410,39831,0,0,0,1,35,0,8,0,0,0,0,0,1,-0.8591
5864,0,2342,286,31481,0,1,0,1,36,1,5,0,0,0,0,0,1,0.5644
12761,0,4409,52010,1459,1,1,0,0,28,0,0,0,0,0,0,0,0,0.7096
2233,0,686,263,37364,0,0,0,0,42,1,1,0,0,0,1,0,0,-0.7942
14172,0,1979,13014,457,1,0,0,0,36,0,0,0,1,0,0,0,0,0.0258
11877,0,19,0,31,0,0,0,0,43,0,0,0,0,0,0,0,0,-0.4781
17003,0,1022,8424,39980,0,0,0,0,46,2,1,0,0,0,0,0,0,-0.5106
10612,1,153,64,3650,0,0,0,0,21,1,0,0,0,1,0,0,0,-0.6486
846,0,28,107,14285,0,0,0,0,33,6,0,0,0,0,1,0,0,-0.8176
186,0,439,641,52812,0,0,0,0,40,7,0,0,0,0,1,0,0,-0.5719
17064,0,205,47,215,0,0,0,0,29,2,0,0,0,0,0,0,0,-0.7506
4092,1,2656,2592,3251,0,0,0,0,22,0,0,0,0,0,0,0,0,-0.7906
7950,0,918,73,1287,0,0,0,0,38,2,0,0,1,0,0,0,0,0.4303
2009,0,3266,1635,25689,0,0,0,0,43,1,0,0,0,0,0,0,0,-0.9062
21,0,2302,9835,105240,0,9,1,0,32,0,0,0,0,0,0,0,0,-0.6664
11879,0,175,2,479,0,0,0,1,44,2,0,0,0,0,0,0,0,-0.9694
17463,0,41,94,1787,0,1,1,0,25,2,3,0,0,0,0,0,0,-0.8299
13473,0,319,6,95,0,0,0,0,41,2,0,0,0,0,0,0,0,-0.847
2023,0,217,20,5167,0,0,0,0,27,7,3,0,0,0,1,0,1,0.25
10260,0,280,176,21083,0,0,0,0,38,3,0,0,1,0,0,0,0,-0.3182
5323,1,19667,20128,144761,0,5,0,0,26,0,0,0,0,0,0,0,0,-0.7184
1079,0,932,8411,1192,1,19,8,0,41,2,0,0,0,0,0,0,0,-0.7579
4999,1,860,8233,1026,0,0,0,0,25,0,0,0,0,0,0,0,0,0.743
15462,0,181,30,954,0,0,0,0,47,3,0,0,0,0,0,0,0,-0.9201
5371,1,1121,378,5205,0,0,0,0,23,2,0,1,0,0,0,0,0,-0.25
10877,0,231,38,176,0,2,0,0,25,1,2,0,0,0,0,0,0,-0.6115
9975,0,33,263,309,0,8,2,1,30,0,0,0,0,0,0,0,0,-0.4939
2902,0,1656,2529622,264,1,1598,407,0,23,0,0,0,1,0,0,0,0,0.8979
925,0,40,61,24,0,0,0,0,33,1,0,0,0,0,0,0,0,0.0
12027,0,27,8,1320,0,0,0,0,34,6,0,0,1,0,0,0,0,0.296
11340,0,639,689,15052,0,0,0,0,50,0,0,0,0,0,0,0,0,-0.6908
11665,1,226,81,6174,0,0,0,0,22,0,0,1,0,0,0,0,0,-0.4939
1476,0,1514,1377,1,0,1,0,0,39,0,1,0,0,0,0,0,0,0.0
11868,1,565,126,6401,0,1,0,0,30,6,11,0,0,0,1,1,0,0.5267
13258,1,488,206,8860,0,0,0,0,23,1,0,0,0,0,0,0,0,-0.7184
2754,0,0,0,1,0,0,0,0,33,12,0,0,0,0,1,0,0,-0.2023
5293,0,4895,2433,31142,0,0,0,0,37,0,0,0,0,0,0,0,0,0.3612
15668,0,6764,6512,110555,0,1,0,0,24,1,0,0,0,0,0,0,0,-0.34
11358,0,4374,3546,6570,0,1,0,0,22,0,0,0,1,0,0,0,0,-0.8074
3758,0,4996,1653,42760,0,0,0,0,40,0,0,0,0,0,0,0,0,-0.6249
12396,0,2663,2449,95030,0,0,1,0,55,50,0,0,0,0,0,0,0,0.0
14453,0,314,65,6477,0,0,0,1,21,5,0,0,0,0,0,0,0,-0.7096
3533,0,257,1015,49805,0,0,0,0,40,0,1,0,1,0,0,0,0,-0.7738
10298,0,7,34,3305,0,0,0,0,32,1,0,0,1,0,0,0,0,-0.1321
3907,1,195,138,1908,0,0,0,0,45,0,0,1,0,0,0,0,0,0.1531
2753,0,203,798,200611,0,0,0,0,32,1,0,0,1,0,0,0,0,-0.7269
4453,0,188,48,191,0,0,0,0,26,1,0,0,1,0,0,0,0,-0.6976
17375,0,24,1210,3384,0,1,0,0,24,1,0,0,0,0,0,0,0,-0.9186
4869,0,0,0,1,0,0,0,0,24,12,0,0,0,0,1,0,0,-0.6486
15258,0,3855,7710,37871,1,11,12,0,44,0,0,0,1,0,0,0,0,-0.7964
4198,0,761,705,42319,0,0,0,0,38,1,0,0,0,0,0,0,0,-0.6597
16607,0,291,360,17815,0,0,0,0,46,0,0,0,0,0,0,0,0,-0.802
5732,0,3629,1444,70825,0,4,0,0,30,0,0,0,0,0,0,0,0,-0.6486
8690,0,68,3,336,0,0,0,0,44,3,0,0,1,0,0,0,0,0.829
14877,0,139,46,2383,0,0,0,0,38,1,0,0,1,0,0,0,0,-0.8779
3178,0,2055,353,172080,0,0,0,0,35,1,0,0,0,0,1,0,0,-0.6369
12904,0,601,33,1194,0,0,0,0,33,0,0,0,0,0,0,0,0,0.7269
9486,0,8499,7787,4501,0,0,0,0,35,1,0,0,0,0,0,0,0,-0.8922
5095,0,5862,5444,37949,0,2,0,1,26,1,1,0,0,0,0,0,0,-0.802
2168,0,1993,215,28778,0,1,0,0,25,14,0,0,0,0,0,0,0,0.0
3571,1,928,751,30154,0,2,2,0,39,24,1,1,0,1,0,0,0,-0.0772
15415,0,2305,3343,94629,0,4,2,0,37,1,0,0,0,0,0,0,0,0.6369
11059,0,4938,3790,39590,0,1,0,0,39,4,3,0,0,0,0,0,0,0.0772
11042,0,2379,1185,27070,0,2,1,0,44,1,0,0,1,0,0,0,0,0.8316
1202,0,1648,1501,19363,0,0,0,0,28,0,0,0,0,0,0,0,0,-0.5994
7754,0,297,21515,9235,0,7,1,0,46,0,0,0,0,0,0,0,0,-0.1027
15635,0,6550,6564,19405,0,1,0,1,52,5,1,0,0,0,0,0,0,-0.8957
564,0,1608,9797,9080,0,10,7,1,44,4,0,0,0,0,0,0,0,-0.8979
955,0,26,0,130,0,0,0,0,31,1,0,0,0,0,0,0,0,0.967
16706,0,44,9,500,0,0,0,0,31,4,1,0,0,0,0,0,0,-0.2732
9150,0,26,0,197,0,0,0,0,34,2,0,0,0,0,1,0,0,-0.34
13729,1,3546,3511,1246,0,2,1,0,32,0,0,0,0,0,0,0,0,-0.8316
6970,0,258,164,12048,0,5,1,0,43,2,1,0,0,0,0,0,0,-0.2076
7426,0,327,101,4895,0,1,0,0,26,3,0,0,0,0,0,0,0,-0.9287
16274,0,303,635,4041,0,0,0,0,30,0,0,0,0,0,0,0,0,0.0
101,0,215,263,18777,0,0,0,0,45,4,0,0,0,0,0,0,0,-0.3612
15420,0,22275,24514,236281,0,1,0,0,38,3,0,0,0,0,0,0,0,-0.7003
4924,0,524,102,50131,0,0,0,1,38,3,1,0,0,0,0,0,0,-0.8402
4956,1,4689,4598,17356,0,1,0,0,25,0,0,1,0,0,0,0,0,-0.7114
9205,0,0,4,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0.0
6229,0,19,10,1029,0,0,0,0,21,1,0,0,0,0,0,0,0,-0.5106
9361,0,379,902,119228,0,20,11,0,41,1,0,0,0,0,0,0,0,0.8625
7998,0,773,240,901,0,1,1,0,39,1,0,0,1,0,0,0,0,-0.5994
11751,0,84,39,510,0,0,0,0,36,3,0,0,0,0,0,0,0,-0.5859
11089,0,3891,4397,389221,0,4,0,0,32,0,0,0,0,0,0,0,0,0.0
11457,0,130,134,1428,0,1,0,0,34,2,0,0,1,0,0,0,0,-0.886
1342,0,4696,78190,1176,1,1,0,0,31,0,0,0,1,0,0,0,0,0.6249
9206,1,630,209,806,0,0,0,0,22,1,0,0,0,1,0,0,0,-0.802
11852,0,0,1,354,0,1,0,0,44,3,0,0,0,0,0,0,0,-0.936
1651,0,1717,241,43914,0,0,0,0,43,1,0,0,0,0,0,0,0,0.5574
751,0,5000,801,65229,0,1,0,0,36,1,2,0,0,0,1,0,1,0.3612
15998,1,427,58,841,0,0,0,0,25,13,0,1,0,0,0,0,0,0.0
7615,0,3757,2756,5475,0,16,8,0,47,0,0,0,0,0,0,0,0,-0.1779
7069,0,29,7,7156,0,0,0,0,24,2,0,0,0,0,1,0,0,0.0752
6634,0,69,26,7432,0,0,0,0,25,1,4,0,1,0,0,0,0,-0.7478
17229,1,630,244,1032,0,1,0,0,28,0,1,1,0,0,0,0,0,0.4019
4669,0,759,3,255,0,0,0,0,47,1,0,0,0,0,0,0,0,-0.9382
8604,0,889,935,119677,0,0,0,0,47,2,0,0,0,0,0,0,0,-0.6705
11172,1,4641,4495,67,0,0,0,0,23,1,0,0,0,0,0,0,0,0.5106
7371,0,2898,69991,67872,1,61,20,0,33,1,0,0,0,0,0,0,0,0.0
12317,0,2015,1843,141990,0,1,1,0,39,2,3,0,1,0,0,0,0,0.6848
9688,1,187,115,9297,0,0,0,0,26,1,0,0,0,1,0,0,0,0.0
17290,0,4226,4163,20029,0,1,0,1,37,9,0,0,1,0,0,0,0,0.4614
11464,0,12132,12732,16839,0,44,16,1,40,0,0,0,0,0,0,0,0,-0.9682
15859,0,322,165,45783,0,0,0,0,27,1,0,0,0,0,0,0,0,0.0
791,0,4,1,7,0,0,0,0,33,1,0,0,1,0,0,0,0,-0.6908
14265,1,1493,975,7396,0,1,0,0,24,1,0,0,0,0,0,0,0,0.128
4631,1,13432,12456,51257,0,1,0,0,21,1,0,0,0,1,0,0,0,0.0
17870,0,2347,1412,52906,0,0,0,1,31,5,0,0,0,0,0,0,0,-0.7506
3818,0,1556,1074,4157,0,5,0,0,44,3,0,0,0,0,0,0,0,0.0
1036,0,53502,57502,21632,0,12,13,0,43,1,3,0,1,0,0,0,0,-0.743
1773,0,325,386,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0.0
6836,0,952,12301,10116,1,12,0,0,27,2,3,0,0,0,0,0,0,0.6597
3433,0,35,7,5659,0,0,0,0,20,1,0,0,1,0,0,0,0,0.4019
9354,0,2850,2177,47863,0,1,0,0,38,0,0,0,0,0,0,0,0,-0.1779
11095,0,1628,468,28833,0,0,0,0,35,4,1,0,0,0,0,0,0,-0.3612
12612,1,543,545,31842,0,2,1,0,41,1,0,1,0,0,0,0,0,-0.9201
2300,0,754,705,15844,0,1,0,0,27,1,0,0,0,0,0,0,0,0.0
2205,0,1180,18858,6494,1,13,9,0,38,2,1,0,0,0,0,0,0,0.0
1879,0,17,3,750,0,0,0,0,31,10,0,0,0,0,0,0,0,-0.5994
9481,1,1975,212,69448,0,1,0,0,22,0,0,1,0,0,0,0,0,0.6369
14668,0,644,330,7003,0,0,0,0,28,0,0,0,0,0,0,0,0,0.34
4142,0,203,3750,149,0,1,0,1,24,1,2,0,0,0,0,0,0,-0.122
11550,0,68,28,4699,0,0,0,0,32,5,0,0,0,0,1,0,0,-0.8074
7980,0,6113,5583,26879,0,0,0,0,21,1,0,0,0,0,0,0,0,0.0
4626,0,243,115,1885,0,0,0,1,38,0,3,0,0,0,0,0,0,-0.8655
8517,0,395,141,6468,0,0,0,0,34,6,3,0,0,0,0,0,0,0.0
6244,1,22684,22870,37289,0,0,0,0,27,1,1,1,0,0,0,0,0,0.0
14169,0,1635,2079,12058,0,3,3,0,35,2,0,0,1,0,0,0,0,-0.6908
1386,0,470,53,80669,0,1,0,0,30,0,0,0,0,0,0,0,0,-0.4043
3864,0,4825,2254,75963,0,0,0,0,23,9,0,0,0,0,1,0,0,0.0
